Ocean,Species,Stock,Year,Variable,Value,Model,Run,RFMO
Indian,ALB,Indian,1950,Bratio,4.87627,SS3,Basecase,IOTC
Indian,ALB,Indian,1951,Bratio,4.87623,SS3,Basecase,IOTC
Indian,ALB,Indian,1952,Bratio,4.87612,SS3,Basecase,IOTC
Indian,ALB,Indian,1953,Bratio,4.86607,SS3,Basecase,IOTC
Indian,ALB,Indian,1954,Bratio,4.83883,SS3,Basecase,IOTC
Indian,ALB,Indian,1955,Bratio,4.80931,SS3,Basecase,IOTC
Indian,ALB,Indian,1956,Bratio,4.7546,SS3,Basecase,IOTC
Indian,ALB,Indian,1957,Bratio,4.71587,SS3,Basecase,IOTC
Indian,ALB,Indian,1958,Bratio,4.68573,SS3,Basecase,IOTC
Indian,ALB,Indian,1959,Bratio,4.60831,SS3,Basecase,IOTC
Indian,ALB,Indian,1960,Bratio,4.49613,SS3,Basecase,IOTC
Indian,ALB,Indian,1961,Bratio,4.42992,SS3,Basecase,IOTC
Indian,ALB,Indian,1962,Bratio,4.24247,SS3,Basecase,IOTC
Indian,ALB,Indian,1963,Bratio,4.16295,SS3,Basecase,IOTC
Indian,ALB,Indian,1964,Bratio,4.06511,SS3,Basecase,IOTC
Indian,ALB,Indian,1965,Bratio,3.99116,SS3,Basecase,IOTC
Indian,ALB,Indian,1966,Bratio,3.94622,SS3,Basecase,IOTC
Indian,ALB,Indian,1967,Bratio,3.84397,SS3,Basecase,IOTC
Indian,ALB,Indian,1968,Bratio,3.76064,SS3,Basecase,IOTC
Indian,ALB,Indian,1969,Bratio,3.69344,SS3,Basecase,IOTC
Indian,ALB,Indian,1970,Bratio,3.6706,SS3,Basecase,IOTC
Indian,ALB,Indian,1971,Bratio,3.66509,SS3,Basecase,IOTC
Indian,ALB,Indian,1972,Bratio,3.6933,SS3,Basecase,IOTC
Indian,ALB,Indian,1973,Bratio,3.6486,SS3,Basecase,IOTC
Indian,ALB,Indian,1974,Bratio,3.54046,SS3,Basecase,IOTC
Indian,ALB,Indian,1975,Bratio,3.49472,SS3,Basecase,IOTC
Indian,ALB,Indian,1976,Bratio,3.53664,SS3,Basecase,IOTC
Indian,ALB,Indian,1977,Bratio,3.55743,SS3,Basecase,IOTC
Indian,ALB,Indian,1978,Bratio,3.57865,SS3,Basecase,IOTC
Indian,ALB,Indian,1979,Bratio,3.52248,SS3,Basecase,IOTC
Indian,ALB,Indian,1980,Bratio,3.38658,SS3,Basecase,IOTC
Indian,ALB,Indian,1981,Bratio,3.33634,SS3,Basecase,IOTC
Indian,ALB,Indian,1982,Bratio,3.3522,SS3,Basecase,IOTC
Indian,ALB,Indian,1983,Bratio,3.30988,SS3,Basecase,IOTC
Indian,ALB,Indian,1984,Bratio,3.20944,SS3,Basecase,IOTC
Indian,ALB,Indian,1985,Bratio,3.1735,SS3,Basecase,IOTC
Indian,ALB,Indian,1986,Bratio,3.14019,SS3,Basecase,IOTC
Indian,ALB,Indian,1987,Bratio,3.12793,SS3,Basecase,IOTC
Indian,ALB,Indian,1988,Bratio,3.19717,SS3,Basecase,IOTC
Indian,ALB,Indian,1989,Bratio,3.15783,SS3,Basecase,IOTC
Indian,ALB,Indian,1990,Bratio,2.96026,SS3,Basecase,IOTC
Indian,ALB,Indian,1991,Bratio,2.61492,SS3,Basecase,IOTC
Indian,ALB,Indian,1992,Bratio,2.34929,SS3,Basecase,IOTC
Indian,ALB,Indian,1993,Bratio,2.13753,SS3,Basecase,IOTC
Indian,ALB,Indian,1994,Bratio,1.92496,SS3,Basecase,IOTC
Indian,ALB,Indian,1995,Bratio,1.90562,SS3,Basecase,IOTC
Indian,ALB,Indian,1996,Bratio,1.81225,SS3,Basecase,IOTC
Indian,ALB,Indian,1997,Bratio,1.75537,SS3,Basecase,IOTC
Indian,ALB,Indian,1998,Bratio,1.65504,SS3,Basecase,IOTC
Indian,ALB,Indian,1999,Bratio,1.577,SS3,Basecase,IOTC
Indian,ALB,Indian,2000,Bratio,1.49429,SS3,Basecase,IOTC
Indian,ALB,Indian,2001,Bratio,1.32758,SS3,Basecase,IOTC
Indian,ALB,Indian,2002,Bratio,1.21562,SS3,Basecase,IOTC
Indian,ALB,Indian,2003,Bratio,1.26221,SS3,Basecase,IOTC
Indian,ALB,Indian,2004,Bratio,1.32006,SS3,Basecase,IOTC
Indian,ALB,Indian,2005,Bratio,1.37532,SS3,Basecase,IOTC
Indian,ALB,Indian,2006,Bratio,1.41558,SS3,Basecase,IOTC
Indian,ALB,Indian,2007,Bratio,1.37654,SS3,Basecase,IOTC
Indian,ALB,Indian,2008,Bratio,1.37594,SS3,Basecase,IOTC
Indian,ALB,Indian,2009,Bratio,1.50112,SS3,Basecase,IOTC
Indian,ALB,Indian,2010,Bratio,1.58956,SS3,Basecase,IOTC
Indian,ALB,Indian,2011,Bratio,1.67447,SS3,Basecase,IOTC
Indian,ALB,Indian,2012,Bratio,1.7472,SS3,Basecase,IOTC
Indian,ALB,Indian,2013,Bratio,1.78069,SS3,Basecase,IOTC
Indian,ALB,Indian,2014,Bratio,1.80117,SS3,Basecase,IOTC
Indian,ALB,Indian,1950,Fratio,0.0002225,SS3,Basecase,IOTC
Indian,ALB,Indian,1951,Fratio,0.00055627,SS3,Basecase,IOTC
Indian,ALB,Indian,1952,Fratio,0.00108763,SS3,Basecase,IOTC
Indian,ALB,Indian,1953,Fratio,0.00892034,SS3,Basecase,IOTC
Indian,ALB,Indian,1954,Fratio,0.0227649,SS3,Basecase,IOTC
Indian,ALB,Indian,1955,Fratio,0.0266855,SS3,Basecase,IOTC
Indian,ALB,Indian,1956,Fratio,0.0437002,SS3,Basecase,IOTC
Indian,ALB,Indian,1957,Fratio,0.0420128,SS3,Basecase,IOTC
Indian,ALB,Indian,1958,Fratio,0.0643407,SS3,Basecase,IOTC
Indian,ALB,Indian,1959,Fratio,0.112177,SS3,Basecase,IOTC
Indian,ALB,Indian,1960,Fratio,0.127805,SS3,Basecase,IOTC
Indian,ALB,Indian,1961,Fratio,0.169779,SS3,Basecase,IOTC
Indian,ALB,Indian,1962,Fratio,0.22909,SS3,Basecase,IOTC
Indian,ALB,Indian,1963,Fratio,0.169099,SS3,Basecase,IOTC
Indian,ALB,Indian,1964,Fratio,0.240169,SS3,Basecase,IOTC
Indian,ALB,Indian,1965,Fratio,0.153551,SS3,Basecase,IOTC
Indian,ALB,Indian,1966,Fratio,0.192314,SS3,Basecase,IOTC
Indian,ALB,Indian,1967,Fratio,0.278269,SS3,Basecase,IOTC
Indian,ALB,Indian,1968,Fratio,0.251394,SS3,Basecase,IOTC
Indian,ALB,Indian,1969,Fratio,0.284306,SS3,Basecase,IOTC
Indian,ALB,Indian,1970,Fratio,0.182009,SS3,Basecase,IOTC
Indian,ALB,Indian,1971,Fratio,0.16562,SS3,Basecase,IOTC
Indian,ALB,Indian,1972,Fratio,0.164568,SS3,Basecase,IOTC
Indian,ALB,Indian,1973,Fratio,0.309982,SS3,Basecase,IOTC
Indian,ALB,Indian,1974,Fratio,0.401607,SS3,Basecase,IOTC
Indian,ALB,Indian,1975,Fratio,0.146254,SS3,Basecase,IOTC
Indian,ALB,Indian,1976,Fratio,0.233213,SS3,Basecase,IOTC
Indian,ALB,Indian,1977,Fratio,0.170704,SS3,Basecase,IOTC
Indian,ALB,Indian,1978,Fratio,0.242648,SS3,Basecase,IOTC
Indian,ALB,Indian,1979,Fratio,0.251356,SS3,Basecase,IOTC
Indian,ALB,Indian,1980,Fratio,0.204044,SS3,Basecase,IOTC
Indian,ALB,Indian,1981,Fratio,0.226703,SS3,Basecase,IOTC
Indian,ALB,Indian,1982,Fratio,0.388784,SS3,Basecase,IOTC
Indian,ALB,Indian,1983,Fratio,0.311455,SS3,Basecase,IOTC
Indian,ALB,Indian,1984,Fratio,0.226749,SS3,Basecase,IOTC
Indian,ALB,Indian,1985,Fratio,0.15773,SS3,Basecase,IOTC
Indian,ALB,Indian,1986,Fratio,0.899694,SS3,Basecase,IOTC
Indian,ALB,Indian,1987,Fratio,0.817496,SS3,Basecase,IOTC
Indian,ALB,Indian,1988,Fratio,0.764866,SS3,Basecase,IOTC
Indian,ALB,Indian,1989,Fratio,0.652062,SS3,Basecase,IOTC
Indian,ALB,Indian,1990,Fratio,1.435,SS3,Basecase,IOTC
Indian,ALB,Indian,1991,Fratio,0.67047,SS3,Basecase,IOTC
Indian,ALB,Indian,1992,Fratio,0.564924,SS3,Basecase,IOTC
Indian,ALB,Indian,1993,Fratio,0.412375,SS3,Basecase,IOTC
Indian,ALB,Indian,1994,Fratio,0.539762,SS3,Basecase,IOTC
Indian,ALB,Indian,1995,Fratio,0.527037,SS3,Basecase,IOTC
Indian,ALB,Indian,1996,Fratio,0.624878,SS3,Basecase,IOTC
Indian,ALB,Indian,1997,Fratio,0.710859,SS3,Basecase,IOTC
Indian,ALB,Indian,1998,Fratio,0.917348,SS3,Basecase,IOTC
Indian,ALB,Indian,1999,Fratio,0.885134,SS3,Basecase,IOTC
Indian,ALB,Indian,2000,Fratio,0.870894,SS3,Basecase,IOTC
Indian,ALB,Indian,2001,Fratio,1.10969,SS3,Basecase,IOTC
Indian,ALB,Indian,2002,Fratio,0.854639,SS3,Basecase,IOTC
Indian,ALB,Indian,2003,Fratio,0.668243,SS3,Basecase,IOTC
Indian,ALB,Indian,2004,Fratio,0.640513,SS3,Basecase,IOTC
Indian,ALB,Indian,2005,Fratio,0.578101,SS3,Basecase,IOTC
Indian,ALB,Indian,2006,Fratio,0.572139,SS3,Basecase,IOTC
Indian,ALB,Indian,2007,Fratio,0.670995,SS3,Basecase,IOTC
Indian,ALB,Indian,2008,Fratio,0.608486,SS3,Basecase,IOTC
Indian,ALB,Indian,2009,Fratio,0.775498,SS3,Basecase,IOTC
Indian,ALB,Indian,2010,Fratio,0.710363,SS3,Basecase,IOTC
Indian,ALB,Indian,2011,Fratio,0.649303,SS3,Basecase,IOTC
Indian,ALB,Indian,2012,Fratio,0.64543,SS3,Basecase,IOTC
Indian,ALB,Indian,2013,Fratio,0.689723,SS3,Basecase,IOTC
Indian,ALB,Indian,2014,Fratio,0.845917,SS3,Basecase,IOTC
Indian,BET,Indian,1975,Bratio,3.15474,SS3,1,IOTC
Indian,BET,Indian,1976,Bratio,3.14056,SS3,1,IOTC
Indian,BET,Indian,1977,Bratio,3.1308825,SS3,1,IOTC
Indian,BET,Indian,1978,Bratio,3.122825,SS3,1,IOTC
Indian,BET,Indian,1979,Bratio,3.0887275,SS3,1,IOTC
Indian,BET,Indian,1980,Bratio,3.0763175,SS3,1,IOTC
Indian,BET,Indian,1981,Bratio,3.0671275,SS3,1,IOTC
Indian,BET,Indian,1982,Bratio,3.054615,SS3,1,IOTC
Indian,BET,Indian,1983,Bratio,3.0368025,SS3,1,IOTC
Indian,BET,Indian,1984,Bratio,3.010025,SS3,1,IOTC
Indian,BET,Indian,1985,Bratio,2.991845,SS3,1,IOTC
Indian,BET,Indian,1986,Bratio,2.96692,SS3,1,IOTC
Indian,BET,Indian,1987,Bratio,2.9348375,SS3,1,IOTC
Indian,BET,Indian,1988,Bratio,2.889365,SS3,1,IOTC
Indian,BET,Indian,1989,Bratio,2.8212675,SS3,1,IOTC
Indian,BET,Indian,1990,Bratio,2.68067,SS3,1,IOTC
Indian,BET,Indian,1991,Bratio,2.5092175,SS3,1,IOTC
Indian,BET,Indian,1992,Bratio,2.372105,SS3,1,IOTC
Indian,BET,Indian,1993,Bratio,2.3534625,SS3,1,IOTC
Indian,BET,Indian,1994,Bratio,2.3258625,SS3,1,IOTC
Indian,BET,Indian,1995,Bratio,2.29873,SS3,1,IOTC
Indian,BET,Indian,1996,Bratio,2.239135,SS3,1,IOTC
Indian,BET,Indian,1997,Bratio,2.1836875,SS3,1,IOTC
Indian,BET,Indian,1998,Bratio,2.0631675,SS3,1,IOTC
Indian,BET,Indian,1999,Bratio,1.8716975,SS3,1,IOTC
Indian,BET,Indian,2000,Bratio,1.71846,SS3,1,IOTC
Indian,BET,Indian,2001,Bratio,1.6188625,SS3,1,IOTC
Indian,BET,Indian,2002,Bratio,1.53844,SS3,1,IOTC
Indian,BET,Indian,2003,Bratio,1.46537,SS3,1,IOTC
Indian,BET,Indian,2004,Bratio,1.36771,SS3,1,IOTC
Indian,BET,Indian,2005,Bratio,1.36766,SS3,1,IOTC
Indian,BET,Indian,2006,Bratio,1.392915,SS3,1,IOTC
Indian,BET,Indian,2007,Bratio,1.3984175,SS3,1,IOTC
Indian,BET,Indian,2008,Bratio,1.389965,SS3,1,IOTC
Indian,BET,Indian,2009,Bratio,1.3676,SS3,1,IOTC
Indian,BET,Indian,2010,Bratio,1.3153225,SS3,1,IOTC
Indian,BET,Indian,2011,Bratio,1.279435,SS3,1,IOTC
Indian,BET,Indian,2012,Bratio,1.29692,SS3,1,IOTC
Indian,BET,Indian,2013,Bratio,1.2816025,SS3,1,IOTC
Indian,BET,Indian,2014,Bratio,1.268485,SS3,1,IOTC
Indian,BET,Indian,2015,Bratio,1.2274775,SS3,1,IOTC
Indian,BET,Indian,2016,Bratio,1.1556725,SS3,1,IOTC
Indian,BET,Indian,2017,Bratio,1.0984675,SS3,1,IOTC
Indian,BET,Indian,2018,Bratio,1.05844,SS3,1,IOTC
Indian,BET,Indian,1975,Bratio,4.54902,SS3,2,IOTC
Indian,BET,Indian,1976,Bratio,4.5279725,SS3,2,IOTC
Indian,BET,Indian,1977,Bratio,4.513295,SS3,2,IOTC
Indian,BET,Indian,1978,Bratio,4.50099,SS3,2,IOTC
Indian,BET,Indian,1979,Bratio,4.4504375,SS3,2,IOTC
Indian,BET,Indian,1980,Bratio,4.432895,SS3,2,IOTC
Indian,BET,Indian,1981,Bratio,4.4204125,SS3,2,IOTC
Indian,BET,Indian,1982,Bratio,4.40311,SS3,2,IOTC
Indian,BET,Indian,1983,Bratio,4.37837,SS3,2,IOTC
Indian,BET,Indian,1984,Bratio,4.3406225,SS3,2,IOTC
Indian,BET,Indian,1985,Bratio,4.315525,SS3,2,IOTC
Indian,BET,Indian,1986,Bratio,4.2801025,SS3,2,IOTC
Indian,BET,Indian,1987,Bratio,4.234195,SS3,2,IOTC
Indian,BET,Indian,1988,Bratio,4.1699325,SS3,2,IOTC
Indian,BET,Indian,1989,Bratio,4.0842175,SS3,2,IOTC
Indian,BET,Indian,1990,Bratio,3.8973475,SS3,2,IOTC
Indian,BET,Indian,1991,Bratio,3.6624225,SS3,2,IOTC
Indian,BET,Indian,1992,Bratio,3.4636175,SS3,2,IOTC
Indian,BET,Indian,1993,Bratio,3.42699,SS3,2,IOTC
Indian,BET,Indian,1994,Bratio,3.3808425,SS3,2,IOTC
Indian,BET,Indian,1995,Bratio,3.3397725,SS3,2,IOTC
Indian,BET,Indian,1996,Bratio,3.256425,SS3,2,IOTC
Indian,BET,Indian,1997,Bratio,3.1832025,SS3,2,IOTC
Indian,BET,Indian,1998,Bratio,3.01479,SS3,2,IOTC
Indian,BET,Indian,1999,Bratio,2.7390875,SS3,2,IOTC
Indian,BET,Indian,2000,Bratio,2.5184125,SS3,2,IOTC
Indian,BET,Indian,2001,Bratio,2.3724925,SS3,2,IOTC
Indian,BET,Indian,2002,Bratio,2.2506375,SS3,2,IOTC
Indian,BET,Indian,2003,Bratio,2.1432875,SS3,2,IOTC
Indian,BET,Indian,2004,Bratio,1.9988,SS3,2,IOTC
Indian,BET,Indian,2005,Bratio,2.00527,SS3,2,IOTC
Indian,BET,Indian,2006,Bratio,2.0459725,SS3,2,IOTC
Indian,BET,Indian,2007,Bratio,2.0505475,SS3,2,IOTC
Indian,BET,Indian,2008,Bratio,2.0353475,SS3,2,IOTC
Indian,BET,Indian,2009,Bratio,2.00909,SS3,2,IOTC
Indian,BET,Indian,2010,Bratio,1.958095,SS3,2,IOTC
Indian,BET,Indian,2011,Bratio,1.91945,SS3,2,IOTC
Indian,BET,Indian,2012,Bratio,1.9403275,SS3,2,IOTC
Indian,BET,Indian,2013,Bratio,1.924765,SS3,2,IOTC
Indian,BET,Indian,2014,Bratio,1.9237,SS3,2,IOTC
Indian,BET,Indian,2015,Bratio,1.8717575,SS3,2,IOTC
Indian,BET,Indian,2016,Bratio,1.7771425,SS3,2,IOTC
Indian,BET,Indian,2017,Bratio,1.7171125,SS3,2,IOTC
Indian,BET,Indian,2018,Bratio,1.660195,SS3,2,IOTC
Indian,BET,Indian,1975,Bratio,4.98115,SS3,3,IOTC
Indian,BET,Indian,1976,Bratio,4.9564125,SS3,3,IOTC
Indian,BET,Indian,1977,Bratio,4.9391925,SS3,3,IOTC
Indian,BET,Indian,1978,Bratio,4.92479,SS3,3,IOTC
Indian,BET,Indian,1979,Bratio,4.8658025,SS3,3,IOTC
Indian,BET,Indian,1980,Bratio,4.846325,SS3,3,IOTC
Indian,BET,Indian,1981,Bratio,4.83332,SS3,3,IOTC
Indian,BET,Indian,1982,Bratio,4.814815,SS3,3,IOTC
Indian,BET,Indian,1983,Bratio,4.7876,SS3,3,IOTC
Indian,BET,Indian,1984,Bratio,4.745105,SS3,3,IOTC
Indian,BET,Indian,1985,Bratio,4.7173375,SS3,3,IOTC
Indian,BET,Indian,1986,Bratio,4.67735,SS3,3,IOTC
Indian,BET,Indian,1987,Bratio,4.625035,SS3,3,IOTC
Indian,BET,Indian,1988,Bratio,4.551355,SS3,3,IOTC
Indian,BET,Indian,1989,Bratio,4.4550775,SS3,3,IOTC
Indian,BET,Indian,1990,Bratio,4.25031,SS3,3,IOTC
Indian,BET,Indian,1991,Bratio,3.9928925,SS3,3,IOTC
Indian,BET,Indian,1992,Bratio,3.7738675,SS3,3,IOTC
Indian,BET,Indian,1993,Bratio,3.737145,SS3,3,IOTC
Indian,BET,Indian,1994,Bratio,3.6863275,SS3,3,IOTC
Indian,BET,Indian,1995,Bratio,3.63966,SS3,3,IOTC
Indian,BET,Indian,1996,Bratio,3.547975,SS3,3,IOTC
Indian,BET,Indian,1997,Bratio,3.466725,SS3,3,IOTC
Indian,BET,Indian,1998,Bratio,3.278495,SS3,3,IOTC
Indian,BET,Indian,1999,Bratio,2.972035,SS3,3,IOTC
Indian,BET,Indian,2000,Bratio,2.72802,SS3,3,IOTC
Indian,BET,Indian,2001,Bratio,2.5677375,SS3,3,IOTC
Indian,BET,Indian,2002,Bratio,2.435095,SS3,3,IOTC
Indian,BET,Indian,2003,Bratio,2.319085,SS3,3,IOTC
Indian,BET,Indian,2004,Bratio,2.15918,SS3,3,IOTC
Indian,BET,Indian,2005,Bratio,2.16963,SS3,3,IOTC
Indian,BET,Indian,2006,Bratio,2.21653,SS3,3,IOTC
Indian,BET,Indian,2007,Bratio,2.223485,SS3,3,IOTC
Indian,BET,Indian,2008,Bratio,2.2075125,SS3,3,IOTC
Indian,BET,Indian,2009,Bratio,2.1797475,SS3,3,IOTC
Indian,BET,Indian,2010,Bratio,2.12601,SS3,3,IOTC
Indian,BET,Indian,2011,Bratio,2.086375,SS3,3,IOTC
Indian,BET,Indian,2012,Bratio,2.11271,SS3,3,IOTC
Indian,BET,Indian,2013,Bratio,2.093765,SS3,3,IOTC
Indian,BET,Indian,2014,Bratio,2.0921,SS3,3,IOTC
Indian,BET,Indian,2015,Bratio,2.0353375,SS3,3,IOTC
Indian,BET,Indian,2016,Bratio,1.9305225,SS3,3,IOTC
Indian,BET,Indian,2017,Bratio,1.86412,SS3,3,IOTC
Indian,BET,Indian,2018,Bratio,1.801405,SS3,3,IOTC
Indian,BET,Indian,1975,Bratio,3.0977,SS3,4,IOTC
Indian,BET,Indian,1976,Bratio,3.0826725,SS3,4,IOTC
Indian,BET,Indian,1977,Bratio,3.07246,SS3,4,IOTC
Indian,BET,Indian,1978,Bratio,3.06394,SS3,4,IOTC
Indian,BET,Indian,1979,Bratio,3.028015,SS3,4,IOTC
Indian,BET,Indian,1980,Bratio,3.015115,SS3,4,IOTC
Indian,BET,Indian,1981,Bratio,3.005515,SS3,4,IOTC
Indian,BET,Indian,1982,Bratio,2.992445,SS3,4,IOTC
Indian,BET,Indian,1983,Bratio,2.9738375,SS3,4,IOTC
Indian,BET,Indian,1984,Bratio,2.945825,SS3,4,IOTC
Indian,BET,Indian,1985,Bratio,2.92695,SS3,4,IOTC
Indian,BET,Indian,1986,Bratio,2.9008575,SS3,4,IOTC
Indian,BET,Indian,1987,Bratio,2.867195,SS3,4,IOTC
Indian,BET,Indian,1988,Bratio,2.81916,SS3,4,IOTC
Indian,BET,Indian,1989,Bratio,2.7435625,SS3,4,IOTC
Indian,BET,Indian,1990,Bratio,2.5945575,SS3,4,IOTC
Indian,BET,Indian,1991,Bratio,2.420025,SS3,4,IOTC
Indian,BET,Indian,1992,Bratio,2.2832025,SS3,4,IOTC
Indian,BET,Indian,1993,Bratio,2.2674525,SS3,4,IOTC
Indian,BET,Indian,1994,Bratio,2.2399025,SS3,4,IOTC
Indian,BET,Indian,1995,Bratio,2.2087925,SS3,4,IOTC
Indian,BET,Indian,1996,Bratio,2.146605,SS3,4,IOTC
Indian,BET,Indian,1997,Bratio,2.087565,SS3,4,IOTC
Indian,BET,Indian,1998,Bratio,1.96311,SS3,4,IOTC
Indian,BET,Indian,1999,Bratio,1.7711225,SS3,4,IOTC
Indian,BET,Indian,2000,Bratio,1.6193375,SS3,4,IOTC
Indian,BET,Indian,2001,Bratio,1.5234075,SS3,4,IOTC
Indian,BET,Indian,2002,Bratio,1.4494675,SS3,4,IOTC
Indian,BET,Indian,2003,Bratio,1.381895,SS3,4,IOTC
Indian,BET,Indian,2004,Bratio,1.2844975,SS3,4,IOTC
Indian,BET,Indian,2005,Bratio,1.283885,SS3,4,IOTC
Indian,BET,Indian,2006,Bratio,1.3086425,SS3,4,IOTC
Indian,BET,Indian,2007,Bratio,1.3159825,SS3,4,IOTC
Indian,BET,Indian,2008,Bratio,1.3090025,SS3,4,IOTC
Indian,BET,Indian,2009,Bratio,1.2866875,SS3,4,IOTC
Indian,BET,Indian,2010,Bratio,1.230345,SS3,4,IOTC
Indian,BET,Indian,2011,Bratio,1.19491,SS3,4,IOTC
Indian,BET,Indian,2012,Bratio,1.2169875,SS3,4,IOTC
Indian,BET,Indian,2013,Bratio,1.20042,SS3,4,IOTC
Indian,BET,Indian,2014,Bratio,1.185445,SS3,4,IOTC
Indian,BET,Indian,2015,Bratio,1.142745,SS3,4,IOTC
Indian,BET,Indian,2016,Bratio,1.07039,SS3,4,IOTC
Indian,BET,Indian,2017,Bratio,1.0135625,SS3,4,IOTC
Indian,BET,Indian,2018,Bratio,0.975398,SS3,4,IOTC
Indian,BET,Indian,1975,Bratio,3.46262,SS3,5,IOTC
Indian,BET,Indian,1976,Bratio,3.4441475,SS3,5,IOTC
Indian,BET,Indian,1977,Bratio,3.4315775,SS3,5,IOTC
Indian,BET,Indian,1978,Bratio,3.42109,SS3,5,IOTC
Indian,BET,Indian,1979,Bratio,3.377225,SS3,5,IOTC
Indian,BET,Indian,1980,Bratio,3.36237,SS3,5,IOTC
Indian,BET,Indian,1981,Bratio,3.3520975,SS3,5,IOTC
Indian,BET,Indian,1982,Bratio,3.33766,SS3,5,IOTC
Indian,BET,Indian,1983,Bratio,3.3164475,SS3,5,IOTC
Indian,BET,Indian,1984,Bratio,3.2837025,SS3,5,IOTC
Indian,BET,Indian,1985,Bratio,3.2620625,SS3,5,IOTC
Indian,BET,Indian,1986,Bratio,3.2314825,SS3,5,IOTC
Indian,BET,Indian,1987,Bratio,3.191585,SS3,5,IOTC
Indian,BET,Indian,1988,Bratio,3.1342475,SS3,5,IOTC
Indian,BET,Indian,1989,Bratio,3.0457925,SS3,5,IOTC
Indian,BET,Indian,1990,Bratio,2.8770625,SS3,5,IOTC
Indian,BET,Indian,1991,Bratio,2.681015,SS3,5,IOTC
Indian,BET,Indian,1992,Bratio,2.5274375,SS3,5,IOTC
Indian,BET,Indian,1993,Bratio,2.5151225,SS3,5,IOTC
Indian,BET,Indian,1994,Bratio,2.48516,SS3,5,IOTC
Indian,BET,Indian,1995,Bratio,2.44732,SS3,5,IOTC
Indian,BET,Indian,1996,Bratio,2.3753975,SS3,5,IOTC
Indian,BET,Indian,1997,Bratio,2.306985,SS3,5,IOTC
Indian,BET,Indian,1998,Bratio,2.1637175,SS3,5,IOTC
Indian,BET,Indian,1999,Bratio,1.944205,SS3,5,IOTC
Indian,BET,Indian,2000,Bratio,1.7712875,SS3,5,IOTC
Indian,BET,Indian,2001,Bratio,1.66414,SS3,5,IOTC
Indian,BET,Indian,2002,Bratio,1.5841275,SS3,5,IOTC
Indian,BET,Indian,2003,Bratio,1.5119125,SS3,5,IOTC
Indian,BET,Indian,2004,Bratio,1.400965,SS3,5,IOTC
Indian,BET,Indian,2005,Bratio,1.39973,SS3,5,IOTC
Indian,BET,Indian,2006,Bratio,1.4263425,SS3,5,IOTC
Indian,BET,Indian,2007,Bratio,1.43556,SS3,5,IOTC
Indian,BET,Indian,2008,Bratio,1.427725,SS3,5,IOTC
Indian,BET,Indian,2009,Bratio,1.4023,SS3,5,IOTC
Indian,BET,Indian,2010,Bratio,1.34049,SS3,5,IOTC
Indian,BET,Indian,2011,Bratio,1.3037075,SS3,5,IOTC
Indian,BET,Indian,2012,Bratio,1.331855,SS3,5,IOTC
Indian,BET,Indian,2013,Bratio,1.3105,SS3,5,IOTC
Indian,BET,Indian,2014,Bratio,1.2919725,SS3,5,IOTC
Indian,BET,Indian,2015,Bratio,1.24393,SS3,5,IOTC
Indian,BET,Indian,2016,Bratio,1.16251,SS3,5,IOTC
Indian,BET,Indian,2017,Bratio,1.0986875,SS3,5,IOTC
Indian,BET,Indian,2018,Bratio,1.0555725,SS3,5,IOTC
Indian,BET,Indian,1975,Bratio,3.99671,SS3,6,IOTC
Indian,BET,Indian,1976,Bratio,3.973855,SS3,6,IOTC
Indian,BET,Indian,1977,Bratio,3.958515,SS3,6,IOTC
Indian,BET,Indian,1978,Bratio,3.9457325,SS3,6,IOTC
Indian,BET,Indian,1979,Bratio,3.89184,SS3,6,IOTC
Indian,BET,Indian,1980,Bratio,3.8747175,SS3,6,IOTC
Indian,BET,Indian,1981,Bratio,3.863585,SS3,6,IOTC
Indian,BET,Indian,1982,Bratio,3.847365,SS3,6,IOTC
Indian,BET,Indian,1983,Bratio,3.8226925,SS3,6,IOTC
Indian,BET,Indian,1984,Bratio,3.78375,SS3,6,IOTC
Indian,BET,Indian,1985,Bratio,3.75854,SS3,6,IOTC
Indian,BET,Indian,1986,Bratio,3.72213,SS3,6,IOTC
Indian,BET,Indian,1987,Bratio,3.67421,SS3,6,IOTC
Indian,BET,Indian,1988,Bratio,3.6049875,SS3,6,IOTC
Indian,BET,Indian,1989,Bratio,3.49928,SS3,6,IOTC
Indian,BET,Indian,1990,Bratio,3.30115,SS3,6,IOTC
Indian,BET,Indian,1991,Bratio,3.07194,SS3,6,IOTC
Indian,BET,Indian,1992,Bratio,2.88842,SS3,6,IOTC
Indian,BET,Indian,1993,Bratio,2.878235,SS3,6,IOTC
Indian,BET,Indian,1994,Bratio,2.84129,SS3,6,IOTC
Indian,BET,Indian,1995,Bratio,2.7890575,SS3,6,IOTC
Indian,BET,Indian,1996,Bratio,2.711025,SS3,6,IOTC
Indian,BET,Indian,1997,Bratio,2.6331475,SS3,6,IOTC
Indian,BET,Indian,1998,Bratio,2.4598025,SS3,6,IOTC
Indian,BET,Indian,1999,Bratio,2.198305,SS3,6,IOTC
Indian,BET,Indian,2000,Bratio,1.9942675,SS3,6,IOTC
Indian,BET,Indian,2001,Bratio,1.8778425,SS3,6,IOTC
Indian,BET,Indian,2002,Bratio,1.79224,SS3,6,IOTC
Indian,BET,Indian,2003,Bratio,1.7131475,SS3,6,IOTC
Indian,BET,Indian,2004,Bratio,1.5761825,SS3,6,IOTC
