Ocean,Species,Stock,Year,Variable,Value,Model,Run,RFMO
Atlantic,BSH,South Atlantic,1981,Fratio,2.39E-03,BSP,S4,ICCAT
Atlantic,BSH,South Atlantic,1982,Fratio,4.08E-03,BSP,S4,ICCAT
Atlantic,BSH,South Atlantic,1983,Fratio,1.78E-03,BSP,S4,ICCAT
Atlantic,BSH,South Atlantic,1984,Fratio,2.97E-03,BSP,S4,ICCAT
Atlantic,BSH,South Atlantic,1985,Fratio,2.53E-03,BSP,S4,ICCAT
Atlantic,BSH,South Atlantic,1986,Fratio,3.56E-03,BSP,S4,ICCAT
Atlantic,BSH,South Atlantic,1987,Fratio,2.84E-03,BSP,S4,ICCAT
Atlantic,BSH,South Atlantic,1988,Fratio,5.00E-03,BSP,S4,ICCAT
Atlantic,BSH,South Atlantic,1989,Fratio,6.50E-03,BSP,S4,ICCAT
Atlantic,BSH,South Atlantic,1990,Fratio,7.43E-03,BSP,S4,ICCAT
Atlantic,BSH,South Atlantic,1991,Fratio,6.25E-03,BSP,S4,ICCAT
Atlantic,BSH,South Atlantic,1992,Fratio,6.84E-03,BSP,S4,ICCAT
Atlantic,BSH,South Atlantic,1993,Fratio,6.81E-03,BSP,S4,ICCAT
Atlantic,BSH,South Atlantic,1994,Fratio,7.87E-03,BSP,S4,ICCAT
Atlantic,BSH,South Atlantic,1995,Fratio,8.49E-03,BSP,S4,ICCAT
Atlantic,BSH,South Atlantic,1996,Fratio,8.89E-03,BSP,S4,ICCAT
Atlantic,BSH,South Atlantic,1997,Fratio,6.81E-03,BSP,S4,ICCAT
Atlantic,BSH,South Atlantic,1998,Fratio,6.34E-03,BSP,S4,ICCAT
Atlantic,BSH,South Atlantic,1999,Fratio,6.78E-03,BSP,S4,ICCAT
Atlantic,BSH,South Atlantic,2000,Fratio,6.81E-03,BSP,S4,ICCAT
Atlantic,BSH,South Atlantic,2001,Fratio,6.14E-03,BSP,S4,ICCAT
Atlantic,BSH,South Atlantic,2002,Fratio,6.54E-03,BSP,S4,ICCAT
Atlantic,BSH,South Atlantic,2003,Fratio,7.88E-03,BSP,S4,ICCAT
Atlantic,BSH,South Atlantic,2004,Fratio,6.60E-03,BSP,S4,ICCAT
Atlantic,BSH,South Atlantic,2005,Fratio,7.83E-03,BSP,S4,ICCAT
Atlantic,BSH,South Atlantic,2006,Fratio,7.20E-03,BSP,S4,ICCAT
Atlantic,BSH,South Atlantic,2007,Fratio,7.83E-03,BSP,S4,ICCAT
Atlantic,BSH,South Atlantic,2008,Fratio,7.91E-03,BSP,S4,ICCAT
Atlantic,BSH,South Atlantic,2009,Fratio,7.79E-03,BSP,S4,ICCAT
Atlantic,BSH,South Atlantic,2010,Fratio,9.42E-03,BSP,S4,ICCAT
Atlantic,BSH,South Atlantic,2011,Fratio,1.11E-02,BSP,S4,ICCAT
Atlantic,BSH,South Atlantic,2012,Fratio,8.18E-03,BSP,S4,ICCAT
Atlantic,BSH,South Atlantic,2013,Fratio,6.13E-03,BSP,S4,ICCAT
Atlantic,BSH,South Atlantic,2014,Fratio,6.13E-03,BSP,S4,ICCAT
Atlantic,BSH,South Atlantic,2015,Fratio,6.13E-03,BSP,S4,ICCAT
Atlantic,BSH,South Atlantic,1971,Fratio,1.86E-03,BSP,S5,ICCAT
Atlantic,BSH,South Atlantic,1972,Fratio,1.96E-03,BSP,S5,ICCAT
Atlantic,BSH,South Atlantic,1973,Fratio,2.41E-03,BSP,S5,ICCAT
Atlantic,BSH,South Atlantic,1974,Fratio,1.49E-03,BSP,S5,ICCAT
Atlantic,BSH,South Atlantic,1975,Fratio,1.31E-03,BSP,S5,ICCAT
Atlantic,BSH,South Atlantic,1976,Fratio,1.40E-03,BSP,S5,ICCAT
Atlantic,BSH,South Atlantic,1977,Fratio,2.88E-03,BSP,S5,ICCAT
Atlantic,BSH,South Atlantic,1978,Fratio,3.12E-03,BSP,S5,ICCAT
Atlantic,BSH,South Atlantic,1979,Fratio,3.30E-03,BSP,S5,ICCAT
Atlantic,BSH,South Atlantic,1980,Fratio,3.64E-03,BSP,S5,ICCAT
Atlantic,BSH,South Atlantic,1981,Fratio,2.22E-03,BSP,S5,ICCAT
Atlantic,BSH,South Atlantic,1982,Fratio,3.76E-03,BSP,S5,ICCAT
Atlantic,BSH,South Atlantic,1983,Fratio,1.64E-03,BSP,S5,ICCAT
Atlantic,BSH,South Atlantic,1984,Fratio,2.72E-03,BSP,S5,ICCAT
Atlantic,BSH,South Atlantic,1985,Fratio,2.30E-03,BSP,S5,ICCAT
Atlantic,BSH,South Atlantic,1986,Fratio,3.22E-03,BSP,S5,ICCAT
Atlantic,BSH,South Atlantic,1987,Fratio,2.57E-03,BSP,S5,ICCAT
Atlantic,BSH,South Atlantic,1988,Fratio,4.51E-03,BSP,S5,ICCAT
Atlantic,BSH,South Atlantic,1989,Fratio,5.86E-03,BSP,S5,ICCAT
Atlantic,BSH,South Atlantic,1990,Fratio,6.69E-03,BSP,S5,ICCAT
Atlantic,BSH,South Atlantic,1991,Fratio,5.62E-03,BSP,S5,ICCAT
Atlantic,BSH,South Atlantic,1992,Fratio,6.13E-03,BSP,S5,ICCAT
Atlantic,BSH,South Atlantic,1993,Fratio,6.08E-03,BSP,S5,ICCAT
Atlantic,BSH,South Atlantic,1994,Fratio,7.00E-03,BSP,S5,ICCAT
Atlantic,BSH,South Atlantic,1995,Fratio,7.53E-03,BSP,S5,ICCAT
Atlantic,BSH,South Atlantic,1996,Fratio,7.87E-03,BSP,S5,ICCAT
Atlantic,BSH,South Atlantic,1997,Fratio,6.03E-03,BSP,S5,ICCAT
Atlantic,BSH,South Atlantic,1998,Fratio,5.61E-03,BSP,S5,ICCAT
Atlantic,BSH,South Atlantic,1999,Fratio,6.00E-03,BSP,S5,ICCAT
Atlantic,BSH,South Atlantic,2000,Fratio,6.02E-03,BSP,S5,ICCAT
Atlantic,BSH,South Atlantic,2001,Fratio,5.42E-03,BSP,S5,ICCAT
Atlantic,BSH,South Atlantic,2002,Fratio,5.77E-03,BSP,S5,ICCAT
Atlantic,BSH,South Atlantic,2003,Fratio,6.95E-03,BSP,S5,ICCAT
Atlantic,BSH,South Atlantic,2004,Fratio,5.83E-03,BSP,S5,ICCAT
Atlantic,BSH,South Atlantic,2005,Fratio,6.91E-03,BSP,S5,ICCAT
Atlantic,BSH,South Atlantic,2006,Fratio,6.35E-03,BSP,S5,ICCAT
Atlantic,BSH,South Atlantic,2007,Fratio,6.89E-03,BSP,S5,ICCAT
Atlantic,BSH,South Atlantic,2008,Fratio,6.95E-03,BSP,S5,ICCAT
Atlantic,BSH,South Atlantic,2009,Fratio,6.83E-03,BSP,S5,ICCAT
Atlantic,BSH,South Atlantic,2010,Fratio,8.26E-03,BSP,S5,ICCAT
Atlantic,BSH,South Atlantic,2011,Fratio,9.74E-03,BSP,S5,ICCAT
Atlantic,BSH,South Atlantic,2012,Fratio,7.17E-03,BSP,S5,ICCAT
Atlantic,BSH,South Atlantic,2013,Fratio,5.37E-03,BSP,S5,ICCAT
Atlantic,BSH,South Atlantic,2014,Fratio,5.37E-03,BSP,S5,ICCAT
Atlantic,BSH,South Atlantic,2015,Fratio,5.37E-03,BSP,S5,ICCAT
Atlantic,BSH,South Atlantic,1971,Fratio,1.83E-03,BSP,S6,ICCAT
Atlantic,BSH,South Atlantic,1972,Fratio,1.96E-03,BSP,S6,ICCAT
Atlantic,BSH,South Atlantic,1973,Fratio,2.48E-03,BSP,S6,ICCAT
Atlantic,BSH,South Atlantic,1974,Fratio,1.57E-03,BSP,S6,ICCAT
Atlantic,BSH,South Atlantic,1975,Fratio,1.39E-03,BSP,S6,ICCAT
Atlantic,BSH,South Atlantic,1976,Fratio,1.52E-03,BSP,S6,ICCAT
Atlantic,BSH,South Atlantic,1977,Fratio,3.17E-03,BSP,S6,ICCAT
Atlantic,BSH,South Atlantic,1978,Fratio,3.45E-03,BSP,S6,ICCAT
Atlantic,BSH,South Atlantic,1979,Fratio,3.66E-03,BSP,S6,ICCAT
Atlantic,BSH,South Atlantic,1980,Fratio,4.07E-03,BSP,S6,ICCAT
Atlantic,BSH,South Atlantic,1981,Fratio,2.53E-03,BSP,S6,ICCAT
Atlantic,BSH,South Atlantic,1982,Fratio,4.31E-03,BSP,S6,ICCAT
Atlantic,BSH,South Atlantic,1983,Fratio,1.87E-03,BSP,S6,ICCAT
Atlantic,BSH,South Atlantic,1984,Fratio,3.12E-03,BSP,S6,ICCAT
Atlantic,BSH,South Atlantic,1985,Fratio,2.65E-03,BSP,S6,ICCAT
Atlantic,BSH,South Atlantic,1986,Fratio,3.74E-03,BSP,S6,ICCAT
Atlantic,BSH,South Atlantic,1987,Fratio,2.98E-03,BSP,S6,ICCAT
Atlantic,BSH,South Atlantic,1988,Fratio,5.24E-03,BSP,S6,ICCAT
Atlantic,BSH,South Atlantic,1989,Fratio,6.79E-03,BSP,S6,ICCAT
Atlantic,BSH,South Atlantic,1990,Fratio,7.78E-03,BSP,S6,ICCAT
Atlantic,BSH,South Atlantic,1991,Fratio,6.54E-03,BSP,S6,ICCAT
Atlantic,BSH,South Atlantic,1992,Fratio,7.14E-03,BSP,S6,ICCAT
Atlantic,BSH,South Atlantic,1993,Fratio,7.12E-03,BSP,S6,ICCAT
Atlantic,BSH,South Atlantic,1994,Fratio,8.21E-03,BSP,S6,ICCAT
Atlantic,BSH,South Atlantic,1995,Fratio,8.85E-03,BSP,S6,ICCAT
Atlantic,BSH,South Atlantic,1996,Fratio,9.26E-03,BSP,S6,ICCAT
Atlantic,BSH,South Atlantic,1997,Fratio,7.09E-03,BSP,S6,ICCAT
Atlantic,BSH,South Atlantic,1998,Fratio,6.59E-03,BSP,S6,ICCAT
Atlantic,BSH,South Atlantic,1999,Fratio,7.05E-03,BSP,S6,ICCAT
Atlantic,BSH,South Atlantic,2000,Fratio,7.07E-03,BSP,S6,ICCAT
Atlantic,BSH,South Atlantic,2001,Fratio,6.37E-03,BSP,S6,ICCAT
Atlantic,BSH,South Atlantic,2002,Fratio,6.79E-03,BSP,S6,ICCAT
Atlantic,BSH,South Atlantic,2003,Fratio,8.18E-03,BSP,S6,ICCAT
Atlantic,BSH,South Atlantic,2004,Fratio,6.86E-03,BSP,S6,ICCAT
Atlantic,BSH,South Atlantic,2005,Fratio,8.14E-03,BSP,S6,ICCAT
Atlantic,BSH,South Atlantic,2006,Fratio,7.48E-03,BSP,S6,ICCAT
Atlantic,BSH,South Atlantic,2007,Fratio,8.12E-03,BSP,S6,ICCAT
Atlantic,BSH,South Atlantic,2008,Fratio,8.20E-03,BSP,S6,ICCAT
Atlantic,BSH,South Atlantic,2009,Fratio,8.08E-03,BSP,S6,ICCAT
Atlantic,BSH,South Atlantic,2010,Fratio,9.77E-03,BSP,S6,ICCAT
Atlantic,BSH,South Atlantic,2011,Fratio,1.15E-02,BSP,S6,ICCAT
Atlantic,BSH,South Atlantic,2012,Fratio,8.47E-03,BSP,S6,ICCAT
Atlantic,BSH,South Atlantic,2013,Fratio,6.35E-03,BSP,S6,ICCAT
Atlantic,BSH,South Atlantic,2014,Fratio,6.35E-03,BSP,S6,ICCAT
Atlantic,BSH,South Atlantic,2015,Fratio,6.35E-03,BSP,S6,ICCAT
Atlantic,BSH,South Atlantic,1971,Fratio,1.91E-03,BSP,S7,ICCAT
Atlantic,BSH,South Atlantic,1972,Fratio,1.87E-03,BSP,S7,ICCAT
Atlantic,BSH,South Atlantic,1973,Fratio,2.19E-03,BSP,S7,ICCAT
Atlantic,BSH,South Atlantic,1974,Fratio,1.30E-03,BSP,S7,ICCAT
Atlantic,BSH,South Atlantic,1975,Fratio,1.10E-03,BSP,S7,ICCAT
Atlantic,BSH,South Atlantic,1976,Fratio,1.14E-03,BSP,S7,ICCAT
Atlantic,BSH,South Atlantic,1977,Fratio,2.29E-03,BSP,S7,ICCAT
Atlantic,BSH,South Atlantic,1978,Fratio,2.40E-03,BSP,S7,ICCAT
Atlantic,BSH,South Atlantic,1979,Fratio,2.49E-03,BSP,S7,ICCAT
Atlantic,BSH,South Atlantic,1980,Fratio,2.71E-03,BSP,S7,ICCAT
Atlantic,BSH,South Atlantic,1981,Fratio,1.67E-03,BSP,S7,ICCAT
Atlantic,BSH,South Atlantic,1982,Fratio,2.83E-03,BSP,S7,ICCAT
Atlantic,BSH,South Atlantic,1983,Fratio,1.23E-03,BSP,S7,ICCAT
Atlantic,BSH,South Atlantic,1984,Fratio,2.03E-03,BSP,S7,ICCAT
Atlantic,BSH,South Atlantic,1985,Fratio,1.73E-03,BSP,S7,ICCAT
Atlantic,BSH,South Atlantic,1986,Fratio,2.42E-03,BSP,S7,ICCAT
Atlantic,BSH,South Atlantic,1987,Fratio,1.93E-03,BSP,S7,ICCAT
Atlantic,BSH,South Atlantic,1988,Fratio,3.40E-03,BSP,S7,ICCAT
Atlantic,BSH,South Atlantic,1989,Fratio,4.41E-03,BSP,S7,ICCAT
Atlantic,BSH,South Atlantic,1990,Fratio,5.05E-03,BSP,S7,ICCAT
Atlantic,BSH,South Atlantic,1991,Fratio,4.25E-03,BSP,S7,ICCAT
Atlantic,BSH,South Atlantic,1992,Fratio,4.64E-03,BSP,S7,ICCAT
Atlantic,BSH,South Atlantic,1993,Fratio,4.60E-03,BSP,S7,ICCAT
Atlantic,BSH,South Atlantic,1994,Fratio,5.31E-03,BSP,S7,ICCAT
Atlantic,BSH,South Atlantic,1995,Fratio,5.72E-03,BSP,S7,ICCAT
Atlantic,BSH,South Atlantic,1996,Fratio,5.99E-03,BSP,S7,ICCAT
Atlantic,BSH,South Atlantic,1997,Fratio,4.59E-03,BSP,S7,ICCAT
Atlantic,BSH,South Atlantic,1998,Fratio,4.27E-03,BSP,S7,ICCAT
Atlantic,BSH,South Atlantic,1999,Fratio,0.004557334,BSP,S7,ICCAT
Atlantic,BSH,South Atlantic,2000,Fratio,4.57E-03,BSP,S7,ICCAT
Atlantic,BSH,South Atlantic,2001,Fratio,4.12E-03,BSP,S7,ICCAT
Atlantic,BSH,South Atlantic,2002,Fratio,4.39E-03,BSP,S7,ICCAT
Atlantic,BSH,South Atlantic,2003,Fratio,5.29E-03,BSP,S7,ICCAT
Atlantic,BSH,South Atlantic,2004,Fratio,4.44E-03,BSP,S7,ICCAT
Atlantic,BSH,South Atlantic,2005,Fratio,5.27E-03,BSP,S7,ICCAT
Atlantic,BSH,South Atlantic,2006,Fratio,4.84E-03,BSP,S7,ICCAT
Atlantic,BSH,South Atlantic,2007,Fratio,5.26E-03,BSP,S7,ICCAT
Atlantic,BSH,South Atlantic,2008,Fratio,5.32E-03,BSP,S7,ICCAT
Atlantic,BSH,South Atlantic,2009,Fratio,5.23E-03,BSP,S7,ICCAT
Atlantic,BSH,South Atlantic,2010,Fratio,6.33E-03,BSP,S7,ICCAT
Atlantic,BSH,South Atlantic,2011,Fratio,7.47E-03,BSP,S7,ICCAT
Atlantic,BSH,South Atlantic,2012,Fratio,5.50E-03,BSP,S7,ICCAT
Atlantic,BSH,South Atlantic,2013,Fratio,4.12E-03,BSP,S7,ICCAT
Atlantic,BSH,South Atlantic,2014,Fratio,4.12E-03,BSP,S7,ICCAT
Atlantic,BSH,South Atlantic,2015,Fratio,4.12E-03,BSP,S7,ICCAT
Atlantic,BSH,South Atlantic,1971,Fratio,1.99E-03,BSP,S8,ICCAT
Atlantic,BSH,South Atlantic,1972,Fratio,2.17E-03,BSP,S8,ICCAT
Atlantic,BSH,South Atlantic,1973,Fratio,2.76E-03,BSP,S8,ICCAT
Atlantic,BSH,South Atlantic,1974,Fratio,1.75E-03,BSP,S8,ICCAT
Atlantic,BSH,South Atlantic,1975,Fratio,0.001567859,BSP,S8,ICCAT
Atlantic,BSH,South Atlantic,1976,Fratio,1.72E-03,BSP,S8,ICCAT
Atlantic,BSH,South Atlantic,1977,Fratio,3.59E-03,BSP,S8,ICCAT
Atlantic,BSH,South Atlantic,1978,Fratio,3.92E-03,BSP,S8,ICCAT
Atlantic,BSH,South Atlantic,1979,Fratio,4.17E-03,BSP,S8,ICCAT
Atlantic,BSH,South Atlantic,1980,Fratio,4.65E-03,BSP,S8,ICCAT
Atlantic,BSH,South Atlantic,1981,Fratio,2.90E-03,BSP,S8,ICCAT
Atlantic,BSH,South Atlantic,1982,Fratio,4.94E-03,BSP,S8,ICCAT
Atlantic,BSH,South Atlantic,1983,Fratio,2.15E-03,BSP,S8,ICCAT
Atlantic,BSH,South Atlantic,1984,Fratio,3.59E-03,BSP,S8,ICCAT
Atlantic,BSH,South Atlantic,1985,Fratio,3.06E-03,BSP,S8,ICCAT
Atlantic,BSH,South Atlantic,1986,Fratio,4.32E-03,BSP,S8,ICCAT
Atlantic,BSH,South Atlantic,1987,Fratio,3.45E-03,BSP,S8,ICCAT
Atlantic,BSH,South Atlantic,1988,Fratio,6.09E-03,BSP,S8,ICCAT
Atlantic,BSH,South Atlantic,1989,Fratio,7.92E-03,BSP,S8,ICCAT
Atlantic,BSH,South Atlantic,1990,Fratio,9.06E-03,BSP,S8,ICCAT
Atlantic,BSH,South Atlantic,1991,Fratio,7.64E-03,BSP,S8,ICCAT
Atlantic,BSH,South Atlantic,1992,Fratio,8.36E-03,BSP,S8,ICCAT
Atlantic,BSH,South Atlantic,1993,Fratio,8.33E-03,BSP,S8,ICCAT
Atlantic,BSH,South Atlantic,1994,Fratio,9.61E-03,BSP,S8,ICCAT
Atlantic,BSH,South Atlantic,1995,Fratio,1.04E-02,BSP,S8,ICCAT
Atlantic,BSH,South Atlantic,1996,Fratio,1.08E-02,BSP,S8,ICCAT
Atlantic,BSH,South Atlantic,1997,Fratio,8.31E-03,BSP,S8,ICCAT
Atlantic,BSH,South Atlantic,1998,Fratio,7.73E-03,BSP,S8,ICCAT
Atlantic,BSH,South Atlantic,1999,Fratio,8.27E-03,BSP,S8,ICCAT
Atlantic,BSH,South Atlantic,2000,Fratio,8.29E-03,BSP,S8,ICCAT
Atlantic,BSH,South Atlantic,2001,Fratio,7.47E-03,BSP,S8,ICCAT
Atlantic,BSH,South Atlantic,2002,Fratio,7.96E-03,BSP,S8,ICCAT
Atlantic,BSH,South Atlantic,2003,Fratio,9.60E-03,BSP,S8,ICCAT
Atlantic,BSH,South Atlantic,2004,Fratio,8.05E-03,BSP,S8,ICCAT
Atlantic,BSH,South Atlantic,2005,Fratio,9.55E-03,BSP,S8,ICCAT
Atlantic,BSH,South Atlantic,2006,Fratio,8.78E-03,BSP,S8,ICCAT
Atlantic,BSH,South Atlantic,2007,Fratio,9.55E-03,BSP,S8,ICCAT
Atlantic,BSH,South Atlantic,2008,Fratio,9.65E-03,BSP,S8,ICCAT
Atlantic,BSH,South Atlantic,2009,Fratio,9.50E-03,BSP,S8,ICCAT
Atlantic,BSH,South Atlantic,2010,Fratio,1.15E-02,BSP,S8,ICCAT
Atlantic,BSH,South Atlantic,2011,Fratio,0.013548239,BSP,S8,ICCAT
Atlantic,BSH,South Atlantic,2012,Fratio,9.97E-03,BSP,S8,ICCAT
Atlantic,BSH,South Atlantic,2013,Fratio,7.48E-03,BSP,S8,ICCAT
Atlantic,BSH,South Atlantic,2014,Fratio,7.48E-03,BSP,S8,ICCAT
Atlantic,BSH,South Atlantic,2015,Fratio,7.48E-03,BSP,S8,ICCAT
Atlantic,BSH,South Atlantic,1971,Fratio,1.00E-02,BSP,S9,ICCAT
Atlantic,BSH,South Atlantic,1972,Fratio,1.09E-02,BSP,S9,ICCAT
Atlantic,BSH,South Atlantic,1973,Fratio,0.014077895,BSP,S9,ICCAT
Atlantic,BSH,South Atlantic,1974,Fratio,9.06E-03,BSP,S9,ICCAT
Atlantic,BSH,South Atlantic,1975,Fratio,7.90E-03,BSP,S9,ICCAT
Atlantic,BSH,South Atlantic,1976,Fratio,8.62E-03,BSP,S9,ICCAT
Atlantic,BSH,South Atlantic,1977,Fratio,1.81E-02,BSP,S9,ICCAT
Atlantic,BSH,South Atlantic,1978,Fratio,1.96E-02,BSP,S9,ICCAT
Atlantic,BSH,South Atlantic,1979,Fratio,2.12E-02,BSP,S9,ICCAT
Atlantic,BSH,South Atlantic,1980,Fratio,2.38E-02,BSP,S9,ICCAT
Atlantic,BSH,South Atlantic,1981,Fratio,1.50E-02,BSP,S9,ICCAT
Atlantic,BSH,South Atlantic,1982,Fratio,2.53E-02,BSP,S9,ICCAT
Atlantic,BSH,South Atlantic,1983,Fratio,1.12E-02,BSP,S9,ICCAT
Atlantic,BSH,South Atlantic,1984,Fratio,1.89E-02,BSP,S9,ICCAT
Atlantic,BSH,South Atlantic,1985,Fratio,1.59E-02,BSP,S9,ICCAT
Atlantic,BSH,South Atlantic,1986,Fratio,2.22E-02,BSP,S9,ICCAT
Atlantic,BSH,South Atlantic,1987,Fratio,1.79E-02,BSP,S9,ICCAT
Atlantic,BSH,South Atlantic,1988,Fratio,3.17E-02,BSP,S9,ICCAT
Atlantic,BSH,South Atlantic,1989,Fratio,4.11E-02,BSP,S9,ICCAT
Atlantic,BSH,South Atlantic,1990,Fratio,0.047874322,BSP,S9,ICCAT
Atlantic,BSH,South Atlantic,1991,Fratio,4.06E-02,BSP,S9,ICCAT
Atlantic,BSH,South Atlantic,1992,Fratio,4.43E-02,BSP,S9,ICCAT
Atlantic,BSH,South Atlantic,1993,Fratio,4.31E-02,BSP,S9,ICCAT
Atlantic,BSH,South Atlantic,1994,Fratio,5.09E-02,BSP,S9,ICCAT
Atlantic,BSH,South Atlantic,1995,Fratio,5.42E-02,BSP,S9,ICCAT
Atlantic,BSH,South Atlantic,1996,Fratio,5.67E-02,BSP,S9,ICCAT
Atlantic,BSH,South Atlantic,1997,Fratio,4.30E-02,BSP,S9,ICCAT
Atlantic,BSH,South Atlantic,1998,Fratio,4.03E-02,BSP,S9,ICCAT
Atlantic,BSH,South Atlantic,1999,Fratio,4.32E-02,BSP,S9,ICCAT
Atlantic,BSH,South Atlantic,2000,Fratio,4.21E-02,BSP,S9,ICCAT
Atlantic,BSH,South Atlantic,2001,Fratio,3.83E-02,BSP,S9,ICCAT
Atlantic,BSH,South Atlantic,2002,Fratio,4.08E-02,BSP,S9,ICCAT
Atlantic,BSH,South Atlantic,2003,Fratio,4.88E-02,BSP,S9,ICCAT
Atlantic,BSH,South Atlantic,2004,Fratio,4.04E-02,BSP,S9,ICCAT
Atlantic,BSH,South Atlantic,2005,Fratio,4.75E-02,BSP,S9,ICCAT
Atlantic,BSH,South Atlantic,2006,Fratio,4.33E-02,BSP,S9,ICCAT
Atlantic,BSH,South Atlantic,2007,Fratio,4.74E-02,BSP,S9,ICCAT
Atlantic,BSH,South Atlantic,2008,Fratio,4.81E-02,BSP,S9,ICCAT
Atlantic,BSH,South Atlantic,2009,Fratio,4.81E-02,BSP,S9,ICCAT
Atlantic,BSH,South Atlantic,2010,Fratio,5.77E-02,BSP,S9,ICCAT
Atlantic,BSH,South Atlantic,2011,Fratio,6.90E-02,BSP,S9,ICCAT
Atlantic,BSH,South Atlantic,2012,Fratio,5.06E-02,BSP,S9,ICCAT
Atlantic,BSH,South Atlantic,2013,Fratio,0.037931444,BSP,S9,ICCAT
Atlantic,BSH,South Atlantic,2014,Fratio,3.84E-02,BSP,S9,ICCAT
Atlantic,BSH,South Atlantic,2015,Fratio,3.89E-02,BSP,S9,ICCAT
Atlantic,BSH,South Atlantic,1971,Fratio,2.11E-02,BSP,S10,ICCAT
Atlantic,BSH,South Atlantic,1972,Fratio,2.36E-02,BSP,S10,ICCAT
Atlantic,BSH,South Atlantic,1973,Fratio,3.02E-02,BSP,S10,ICCAT
Atlantic,BSH,South Atlantic,1974,Fratio,1.97E-02,BSP,S10,ICCAT
Atlantic,BSH,South Atlantic,1975,Fratio,1.76E-02,BSP,S10,ICCAT
Atlantic,BSH,South Atlantic,1976,Fratio,1.96E-02,BSP,S10,ICCAT
Atlantic,BSH,South Atlantic,1977,Fratio,4.15E-02,BSP,S10,ICCAT
Atlantic,BSH,South Atlantic,1978,Fratio,4.55E-02,BSP,S10,ICCAT
Atlantic,BSH,South Atlantic,1979,Fratio,4.91E-02,BSP,S10,ICCAT
Atlantic,BSH,South Atlantic,1980,Fratio,5.44E-02,BSP,S10,ICCAT
Atlantic,BSH,South Atlantic,1981,Fratio,3.44E-02,BSP,S10,ICCAT
Atlantic,BSH,South Atlantic,1982,Fratio,5.99E-02,BSP,S10,ICCAT
Atlantic,BSH,South Atlantic,1983,Fratio,2.55E-02,BSP,S10,ICCAT
Atlantic,BSH,South Atlantic,1984,Fratio,4.23E-02,BSP,S10,ICCAT
Atlantic,BSH,South Atlantic,1985,Fratio,3.65E-02,BSP,S10,ICCAT
Atlantic,BSH,South Atlantic,1986,Fratio,5.06E-02,BSP,S10,ICCAT
Atlantic,BSH,South Atlantic,1987,Fratio,4.14E-02,BSP,S10,ICCAT
Atlantic,BSH,South Atlantic,1988,Fratio,0.074187068,BSP,S10,ICCAT
Atlantic,BSH,South Atlantic,1989,Fratio,9.74E-02,BSP,S10,ICCAT
Atlantic,BSH,South Atlantic,1990,Fratio,0.1162236,BSP,S10,ICCAT
Atlantic,BSH,South Atlantic,1991,Fratio,0.101831454,BSP,S10,ICCAT
Atlantic,BSH,South Atlantic,1992,Fratio,0.111418737,BSP,S10,ICCAT
Atlantic,BSH,South Atlantic,1993,Fratio,0.111893833,BSP,S10,ICCAT
Atlantic,BSH,South Atlantic,1994,Fratio,0.134370919,BSP,S10,ICCAT
Atlantic,BSH,South Atlantic,1995,Fratio,0.145931681,BSP,S10,ICCAT
Atlantic,BSH,South Atlantic,1996,Fratio,0.148672669,BSP,S10,ICCAT
Atlantic,BSH,South Atlantic,1997,Fratio,0.114211237,BSP,S10,ICCAT
Atlantic,BSH,South Atlantic,1998,Fratio,0.105483592,BSP,S10,ICCAT
Atlantic,BSH,South Atlantic,1999,Fratio,0.115707128,BSP,S10,ICCAT
Atlantic,BSH,South Atlantic,2000,Fratio,0.11760824,BSP,S10,ICCAT
Atlantic,BSH,South Atlantic,2001,Fratio,0.107186096,BSP,S10,ICCAT
Atlantic,BSH,South Atlantic,2002,Fratio,0.11080081,BSP,S10,ICCAT
Atlantic,BSH,South Atlantic,2003,Fratio,0.130207347,BSP,S10,ICCAT
Atlantic,BSH,South Atlantic,2004,Fratio,0.105457598,BSP,S10,ICCAT
Atlantic,BSH,South Atlantic,2005,Fratio,0.122067257,BSP,S10,ICCAT
Atlantic,BSH,South Atlantic,2006,Fratio,0.108411979,BSP,S10,ICCAT
Atlantic,BSH,South Atlantic,2007,Fratio,0.115495903,BSP,S10,ICCAT
Atlantic,BSH,South Atlantic,2008,Fratio,0.114428293,BSP,S10,ICCAT
Atlantic,BSH,South Atlantic,2009,Fratio,0.111829972,BSP,S10,ICCAT
Atlantic,BSH,South Atlantic,2010,Fratio,0.137037262,BSP,S10,ICCAT
Atlantic,BSH,South Atlantic,2011,Fratio,0.162034086,BSP,S10,ICCAT
Atlantic,BSH,South Atlantic,2012,Fratio,0.116368097,BSP,S10,ICCAT
Atlantic,BSH,South Atlantic,2013,Fratio,8.83E-02,BSP,S10,ICCAT
Atlantic,BSH,South Atlantic,2014,Fratio,9.03E-02,BSP,S10,ICCAT
Atlantic,BSH,South Atlantic,2015,Fratio,0.091483731,BSP,S10,ICCAT
Atlantic,BSH,North Atlantic,1971,Fratio,0.0667103,SS3,run4,ICCAT
Atlantic,BSH,North Atlantic,1972,Fratio,0.0618599,SS3,run4,ICCAT
Atlantic,BSH,North Atlantic,1973,Fratio,0.0686145,SS3,run4,ICCAT
Atlantic,BSH,North Atlantic,1974,Fratio,0.0654129,SS3,run4,ICCAT
Atlantic,BSH,North Atlantic,1975,Fratio,0.0851376,SS3,run4,ICCAT
Atlantic,BSH,North Atlantic,1976,Fratio,0.0561764,SS3,run4,ICCAT
