SpStock,Ocean,Species,Year,medianFratio,Group,GL,meanFgl,Fstatus_meanFgl,Weights_MSY,Fstatus_species_meanFgl10
BFT West Atlantic,Atlantic,BFT,2005,1.175,Tunas,17,1.569117647,Overfishing,3319,Overfishing
BFT West Atlantic,Atlantic,BFT,2006,1.11,Tunas,17,1.549411765,Overfishing,3319,Overfishing
BFT West Atlantic,Atlantic,BFT,2007,1.07,Tunas,17,1.493529412,Overfishing,3319,Overfishing
BFT West Atlantic,Atlantic,BFT,2008,0.935,Tunas,17,1.42,Overfishing,3319,Overfishing
BFT West Atlantic,Atlantic,BFT,2009,0.88,Tunas,17,1.376764706,Overfishing,3319,Overfishing
BFT West Atlantic,Atlantic,BFT,2010,0.875,Tunas,17,1.33,Overfishing,3319,Overfishing
BFT West Atlantic,Atlantic,BFT,2011,0.955,Tunas,17,1.306764706,Overfishing,3319,Overfishing
BFT West Atlantic,Atlantic,BFT,2012,0.725,Tunas,17,1.269411765,Overfishing,3319,Not Overfishing
BFT West Atlantic,Atlantic,BFT,2013,0.55,Tunas,17,1.22,Overfishing,3319,Not Overfishing
BFT West Atlantic,Atlantic,BFT,2014,0.64,Tunas,17,1.175588235,Overfishing,3319,Not Overfishing
BFT West Atlantic,Atlantic,BFT,2015,0.695,Tunas,17,1.128529412,Overfishing,3319,Not Overfishing
BFT West Atlantic,Atlantic,BFT,2016,0.695,Tunas,17,1.071764706,Overfishing,3319,Not Overfishing
BFT West Atlantic,Atlantic,BFT,2017,0.695,Tunas,17,1.024117647,Overfishing,3319,Not Overfishing
BFT West Atlantic,Atlantic,BFT,2018,0.695,Tunas,17,0.968823529,Not Overfishing,3319,Not Overfishing
BFT West Atlantic,Atlantic,BFT,2019,0.695,Tunas,17,0.892647059,Not Overfishing,3319,Not Overfishing
BLM Indian,Indian,BLM,1950,0,Billfishes,5,0,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,1951,0,Billfishes,5,0,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,1952,0.01,Billfishes,5,0,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,1953,0.02,Billfishes,5,0,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,1954,0.03,Billfishes,5,0.012,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,1955,0.03,Billfishes,5,0.018,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,1956,0.05,Billfishes,5,0.028,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,1957,0.05,Billfishes,5,0.036,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,1958,0.05,Billfishes,5,0.042,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,1959,0.05,Billfishes,5,0.046,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,1960,0.05,Billfishes,5,0.05,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,1961,0.06,Billfishes,5,0.052,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,1962,0.06,Billfishes,5,0.054,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,1963,0.04,Billfishes,5,0.052,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,1964,0.05,Billfishes,5,0.052,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,1965,0.04,Billfishes,5,0.05,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,1966,0.04,Billfishes,5,0.046,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,1967,0.05,Billfishes,5,0.044,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,1968,0.07,Billfishes,5,0.05,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,1969,0.07,Billfishes,5,0.054,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,1970,0.07,Billfishes,5,0.06,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,1971,0.05,Billfishes,5,0.062,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,1972,0.04,Billfishes,5,0.06,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,1973,0.03,Billfishes,5,0.052,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,1974,0.04,Billfishes,5,0.046,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,1975,0.04,Billfishes,5,0.04,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,1976,0.02,Billfishes,5,0.034,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,1977,0.02,Billfishes,5,0.03,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,1978,0.02,Billfishes,5,0.028,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,1979,0.02,Billfishes,5,0.024,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,1980,0.04,Billfishes,5,0.024,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,1981,0.03,Billfishes,5,0.026,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,1982,0.06,Billfishes,5,0.034,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,1983,0.07,Billfishes,5,0.044,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,1984,0.07,Billfishes,5,0.054,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,1985,0.06,Billfishes,5,0.058,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,1986,0.07,Billfishes,5,0.066,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,1987,0.08,Billfishes,5,0.07,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,1988,0.07,Billfishes,5,0.07,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,1989,0.08,Billfishes,5,0.072,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,1990,0.08,Billfishes,5,0.076,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,1991,0.09,Billfishes,5,0.08,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,1992,0.13,Billfishes,5,0.09,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,1993,0.14,Billfishes,5,0.104,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,1994,0.21,Billfishes,5,0.13,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,1995,0.19,Billfishes,5,0.152,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,1996,0.23,Billfishes,5,0.18,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,1997,0.27,Billfishes,5,0.208,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,1998,0.23,Billfishes,5,0.226,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,1999,0.25,Billfishes,5,0.234,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,2000,0.36,Billfishes,5,0.268,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,2001,0.36,Billfishes,5,0.294,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,2002,0.36,Billfishes,5,0.312,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,2003,0.47,Billfishes,5,0.36,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,2004,0.73,Billfishes,5,0.456,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,2005,0.69,Billfishes,5,0.522,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,2006,0.7,Billfishes,5,0.59,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,2007,0.6,Billfishes,5,0.638,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,2008,0.62,Billfishes,5,0.668,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,2009,0.63,Billfishes,5,0.648,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,2010,0.53,Billfishes,5,0.616,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,2011,0.66,Billfishes,5,0.608,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,2012,0.62,Billfishes,5,0.612,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,2013,0.66,Billfishes,5,0.62,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,2014,0.77,Billfishes,5,0.648,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,2015,0.79,Billfishes,5,0.7,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,2016,0.95,Billfishes,5,0.758,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,2017,1.03,Billfishes,5,0.84,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,2018,1.03,Billfishes,5,0.914,Not Overfishing,1,Not Overfishing
BLM Indian,Indian,BLM,2019,1.03,Billfishes,5,0.966,Not Overfishing,1,Not Overfishing
BSH Indian,Indian,BSH,1950,0,Sharks,10,0,Not Overfishing,31590,Not Overfishing
BSH Indian,Indian,BSH,1951,0,Sharks,10,0,Not Overfishing,31590,Not Overfishing
BSH Indian,Indian,BSH,1952,0.03,Sharks,10,0,Not Overfishing,31590,Not Overfishing
BSH Indian,Indian,BSH,1953,0.05,Sharks,10,0,Not Overfishing,31590,Not Overfishing
BSH Indian,Indian,BSH,1954,0.09,Sharks,10,0,Not Overfishing,31590,Not Overfishing
BSH Indian,Indian,BSH,1955,0.14,Sharks,10,0,Not Overfishing,31590,Not Overfishing
BSH Indian,Indian,BSH,1956,0.08,Sharks,10,0,Not Overfishing,31590,Not Overfishing
BSH Indian,Indian,BSH,1957,0.11,Sharks,10,0,Not Overfishing,31590,Not Overfishing
BSH Indian,Indian,BSH,1958,0.12,Sharks,10,0,Not Overfishing,31590,Not Overfishing
BSH Indian,Indian,BSH,1959,0.12,Sharks,10,0.074,Not Overfishing,31590,Not Overfishing
BSH Indian,Indian,BSH,1960,0.13,Sharks,10,0.087,Not Overfishing,31590,Not Overfishing
BSH Indian,Indian,BSH,1961,0.12,Sharks,10,0.099,Not Overfishing,31590,Not Overfishing
BSH Indian,Indian,BSH,1962,0.09,Sharks,10,0.105,Not Overfishing,31590,Not Overfishing
BSH Indian,Indian,BSH,1963,0.12,Sharks,10,0.112,Not Overfishing,31590,Not Overfishing
BSH Indian,Indian,BSH,1964,0.19,Sharks,10,0.122,Not Overfishing,31590,Not Overfishing
BSH Indian,Indian,BSH,1965,0.13,Sharks,10,0.121,Not Overfishing,31590,Not Overfishing
BSH Indian,Indian,BSH,1966,0.13,Sharks,10,0.126,Not Overfishing,31590,Not Overfishing
BSH Indian,Indian,BSH,1967,0.22,Sharks,10,0.137,Not Overfishing,31590,Not Overfishing
BSH Indian,Indian,BSH,1968,0.18,Sharks,10,0.143,Not Overfishing,31590,Not Overfishing
BSH Indian,Indian,BSH,1969,0.19,Sharks,10,0.15,Not Overfishing,31590,Not Overfishing
BSH Indian,Indian,BSH,1970,0.11,Sharks,10,0.148,Not Overfishing,31590,Not Overfishing
BSH Indian,Indian,BSH,1971,0.12,Sharks,10,0.148,Not Overfishing,31590,Not Overfishing
BSH Indian,Indian,BSH,1972,0.11,Sharks,10,0.15,Not Overfishing,31590,Not Overfishing
BSH Indian,Indian,BSH,1973,0.06,Sharks,10,0.144,Not Overfishing,31590,Not Overfishing
BSH Indian,Indian,BSH,1974,0.09,Sharks,10,0.134,Not Overfishing,31590,Not Overfishing
BSH Indian,Indian,BSH,1975,0.08,Sharks,10,0.129,Not Overfishing,31590,Not Overfishing
BSH Indian,Indian,BSH,1976,0.06,Sharks,10,0.122,Not Overfishing,31590,Not Overfishing
BSH Indian,Indian,BSH,1977,0.06,Sharks,10,0.106,Not Overfishing,31590,Not Overfishing
BSH Indian,Indian,BSH,1978,0.07,Sharks,10,0.095,Not Overfishing,31590,Not Overfishing
BSH Indian,Indian,BSH,1979,0.1,Sharks,10,0.086,Not Overfishing,31590,Not Overfishing
BSH Indian,Indian,BSH,1980,0.09,Sharks,10,0.084,Not Overfishing,31590,Not Overfishing
BSH Indian,Indian,BSH,1981,0.11,Sharks,10,0.083,Not Overfishing,31590,Not Overfishing
BSH Indian,Indian,BSH,1982,0.09,Sharks,10,0.081,Not Overfishing,31590,Not Overfishing
BSH Indian,Indian,BSH,1983,0.1,Sharks,10,0.085,Not Overfishing,31590,Overfishing
BSH Indian,Indian,BSH,1984,0.11,Sharks,10,0.087,Not Overfishing,31590,Overfishing
BSH Indian,Indian,BSH,1985,0.07,Sharks,10,0.086,Not Overfishing,31590,Overfishing
BSH Indian,Indian,BSH,1986,0.1,Sharks,10,0.09,Not Overfishing,31590,Overfishing
BSH Indian,Indian,BSH,1987,0.09,Sharks,10,0.093,Not Overfishing,31590,Overfishing
BSH Indian,Indian,BSH,1988,0.1,Sharks,10,0.096,Not Overfishing,31590,Overfishing
BSH Indian,Indian,BSH,1989,0.12,Sharks,10,0.098,Not Overfishing,31590,Overfishing
BSH Indian,Indian,BSH,1990,0.08,Sharks,10,0.097,Not Overfishing,31590,Overfishing
BSH Indian,Indian,BSH,1991,0.1,Sharks,10,0.096,Not Overfishing,31590,Overfishing
BSH Indian,Indian,BSH,1992,0.1,Sharks,10,0.097,Not Overfishing,31590,Overfishing
BSH Indian,Indian,BSH,1993,0.12,Sharks,10,0.099,Not Overfishing,31590,Overfishing
BSH Indian,Indian,BSH,1994,0.16,Sharks,10,0.104,Not Overfishing,31590,Overfishing
BSH Indian,Indian,BSH,1995,0.18,Sharks,10,0.115,Not Overfishing,31590,Overfishing
BSH Indian,Indian,BSH,1996,0.19,Sharks,10,0.124,Not Overfishing,31590,Overfishing
BSH Indian,Indian,BSH,1997,0.28,Sharks,10,0.143,Not Overfishing,31590,Overfishing
BSH Indian,Indian,BSH,1998,0.17,Sharks,10,0.15,Not Overfishing,31590,Overfishing
BSH Indian,Indian,BSH,1999,0.21,Sharks,10,0.159,Not Overfishing,31590,Overfishing
BSH Indian,Indian,BSH,2000,0.29,Sharks,10,0.18,Not Overfishing,31590,Not Overfishing
BSH Indian,Indian,BSH,2001,0.22,Sharks,10,0.192,Not Overfishing,31590,Not Overfishing
BSH Indian,Indian,BSH,2002,0.26,Sharks,10,0.208,Not Overfishing,31590,Not Overfishing
BSH Indian,Indian,BSH,2003,0.35,Sharks,10,0.231,Not Overfishing,31590,Not Overfishing
BSH Indian,Indian,BSH,2004,0.47,Sharks,10,0.262,Not Overfishing,31590,Not Overfishing
BSH Indian,Indian,BSH,2005,0.53,Sharks,10,0.297,Not Overfishing,31590,Not Overfishing
BSH Indian,Indian,BSH,2006,0.47,Sharks,10,0.325,Not Overfishing,31590,Not Overfishing
BSH Indian,Indian,BSH,2007,0.48,Sharks,10,0.345,Not Overfishing,31590,Not Overfishing
BSH Indian,Indian,BSH,2008,0.57,Sharks,10,0.385,Not Overfishing,31590,Not Overfishing
BSH Indian,Indian,BSH,2009,0.64,Sharks,10,0.428,Not Overfishing,31590,Not Overfishing
BSH Indian,Indian,BSH,2010,0.62,Sharks,10,0.461,Not Overfishing,31590,Not Overfishing
BSH Indian,Indian,BSH,2011,0.65,Sharks,10,0.504,Not Overfishing,31590,Not Overfishing
BSH Indian,Indian,BSH,2012,0.74,Sharks,10,0.552,Not Overfishing,31590,Not Overfishing
BSH Indian,Indian,BSH,2013,0.88,Sharks,10,0.605,Not Overfishing,31590,Not Overfishing
BSH Indian,Indian,BSH,2014,0.88,Sharks,10,0.646,Not Overfishing,31590,Not Overfishing
BSH Indian,Indian,BSH,2015,0.88,Sharks,10,0.681,Not Overfishing,31590,Not Overfishing
BSH Indian,Indian,BSH,2016,0.88,Sharks,10,0.722,Not Overfishing,31590,Not Overfishing
BSH Indian,Indian,BSH,2017,0.88,Sharks,10,0.762,Not Overfishing,31590,Not Overfishing
BSH Indian,Indian,BSH,2018,0.88,Sharks,10,0.793,Not Overfishing,31590,Not Overfishing
BSH Indian,Indian,BSH,2019,0.88,Sharks,10,0.817,Not Overfishing,31590,Not Overfishing
BSH North Atlantic,Atlantic,BSH,1950,0,Sharks,8,0,Not Overfishing,33853,Not Overfishing
BSH North Atlantic,Atlantic,BSH,1951,0,Sharks,8,0,Not Overfishing,33853,Not Overfishing
BSH North Atlantic,Atlantic,BSH,1952,0,Sharks,8,0,Not Overfishing,33853,Not Overfishing
BSH North Atlantic,Atlantic,BSH,1953,0,Sharks,8,0,Not Overfishing,33853,Not Overfishing
BSH North Atlantic,Atlantic,BSH,1954,0,Sharks,8,0,Not Overfishing,33853,Not Overfishing
BSH North Atlantic,Atlantic,BSH,1955,0,Sharks,8,0,Not Overfishing,33853,Not Overfishing
BSH North Atlantic,Atlantic,BSH,1956,0,Sharks,8,0,Not Overfishing,33853,Not Overfishing
BSH North Atlantic,Atlantic,BSH,1957,0,Sharks,8,0,Not Overfishing,33853,Not Overfishing
BSH North Atlantic,Atlantic,BSH,1958,0.01,Sharks,8,0.00125,Not Overfishing,33853,Not Overfishing
BSH North Atlantic,Atlantic,BSH,1959,0.01,Sharks,8,0.0025,Not Overfishing,33853,Not Overfishing
BSH North Atlantic,Atlantic,BSH,1960,0.01,Sharks,8,0.00375,Not Overfishing,33853,Not Overfishing
BSH North Atlantic,Atlantic,BSH,1961,0.01,Sharks,8,0.005,Not Overfishing,33853,Not Overfishing
BSH North Atlantic,Atlantic,BSH,1962,0.03,Sharks,8,0.00875,Not Overfishing,33853,Not Overfishing
BSH North Atlantic,Atlantic,BSH,1963,0.04,Sharks,8,0.01375,Not Overfishing,33853,Not Overfishing
BSH North Atlantic,Atlantic,BSH,1964,0.05,Sharks,8,0.02,Not Overfishing,33853,Not Overfishing
BSH North Atlantic,Atlantic,BSH,1965,0.05,Sharks,8,0.02625,Not Overfishing,33853,Not Overfishing
BSH North Atlantic,Atlantic,BSH,1966,0.04,Sharks,8,0.03,Not Overfishing,33853,Not Overfishing
BSH North Atlantic,Atlantic,BSH,1967,0.04,Sharks,8,0.03375,Not Overfishing,33853,Not Overfishing
BSH North Atlantic,Atlantic,BSH,1968,0.04,Sharks,8,0.0375,Not Overfishing,33853,Not Overfishing
BSH North Atlantic,Atlantic,BSH,1969,0.04,Sharks,8,0.04125,Not Overfishing,33853,Not Overfishing
BSH North Atlantic,Atlantic,BSH,1970,0.05,Sharks,8,0.04375,Not Overfishing,33853,Not Overfishing
BSH North Atlantic,Atlantic,BSH,1971,0.06,Sharks,8,0.04625,Not Overfishing,33853,Not Overfishing
BSH North Atlantic,Atlantic,BSH,1972,0.06,Sharks,8,0.0475,Not Overfishing,33853,Not Overfishing
BSH North Atlantic,Atlantic,BSH,1973,0.07,Sharks,8,0.05,Not Overfishing,33853,Not Overfishing
BSH North Atlantic,Atlantic,BSH,1974,0.06,Sharks,8,0.0525,Not Overfishing,33853,Not Overfishing
BSH North Atlantic,Atlantic,BSH,1975,0.08,Sharks,8,0.0575,Not Overfishing,33853,Not Overfishing
BSH North Atlantic,Atlantic,BSH,1976,0.05,Sharks,8,0.05875,Not Overfishing,33853,Not Overfishing
BSH North Atlantic,Atlantic,BSH,1977,0.07,Sharks,8,0.0625,Not Overfishing,33853,Not Overfishing
BSH North Atlantic,Atlantic,BSH,1978,0.08,Sharks,8,0.06625,Not Overfishing,33853,Not Overfishing
BSH North Atlantic,Atlantic,BSH,1979,0.06,Sharks,8,0.06625,Not Overfishing,33853,Not Overfishing
BSH North Atlantic,Atlantic,BSH,1980,0.09,Sharks,8,0.07,Not Overfishing,33853,Not Overfishing
BSH North Atlantic,Atlantic,BSH,1981,0.09,Sharks,8,0.0725,Not Overfishing,33853,Not Overfishing
BSH North Atlantic,Atlantic,BSH,1982,0.1,Sharks,8,0.0775,Not Overfishing,33853,Not Overfishing
BSH North Atlantic,Atlantic,BSH,1983,0.13,Sharks,8,0.08375,Not Overfishing,33853,Overfishing
BSH North Atlantic,Atlantic,BSH,1984,0.11,Sharks,8,0.09125,Not Overfishing,33853,Overfishing
BSH North Atlantic,Atlantic,BSH,1985,0.14,Sharks,8,0.1,Not Overfishing,33853,Overfishing
BSH North Atlantic,Atlantic,BSH,1986,0.18,Sharks,8,0.1125,Not Overfishing,33853,Overfishing
BSH North Atlantic,Atlantic,BSH,1987,0.21,Sharks,8,0.13125,Not Overfishing,33853,Overfishing
BSH North Atlantic,Atlantic,BSH,1988,0.18,Sharks,8,0.1425,Not Overfishing,33853,Overfishing
BSH North Atlantic,Atlantic,BSH,1989,0.12,Sharks,8,0.14625,Not Overfishing,33853,Overfishing
BSH North Atlantic,Atlantic,BSH,1990,0.12,Sharks,8,0.14875,Not Overfishing,33853,Overfishing
BSH North Atlantic,Atlantic,BSH,1991,0.15,Sharks,8,0.15125,Not Overfishing,33853,Overfishing
BSH North Atlantic,Atlantic,BSH,1992,0.14,Sharks,8,0.155,Not Overfishing,33853,Overfishing
BSH North Atlantic,Atlantic,BSH,1993,0.17,Sharks,8,0.15875,Not Overfishing,33853,Overfishing
BSH North Atlantic,Atlantic,BSH,1994,0.14,Sharks,8,0.15375,Not Overfishing,33853,Overfishing
BSH North Atlantic,Atlantic,BSH,1995,0.16,Sharks,8,0.1475,Not Overfishing,33853,Overfishing
BSH North Atlantic,Atlantic,BSH,1996,0.14,Sharks,8,0.1425,Not Overfishing,33853,Overfishing
BSH North Atlantic,Atlantic,BSH,1997,0.14,Sharks,8,0.145,Not Overfishing,33853,Overfishing
BSH North Atlantic,Atlantic,BSH,1998,0.12,Sharks,8,0.145,Not Overfishing,33853,Overfishing
BSH North Atlantic,Atlantic,BSH,1999,0.12,Sharks,8,0.14125,Not Overfishing,33853,Overfishing
BSH North Atlantic,Atlantic,BSH,2000,0.13,Sharks,8,0.14,Not Overfishing,33853,Not Overfishing
BSH North Atlantic,Atlantic,BSH,2001,0.1,Sharks,8,0.13125,Not Overfishing,33853,Not Overfishing
BSH North Atlantic,Atlantic,BSH,2002,0.09,Sharks,8,0.125,Not Overfishing,33853,Not Overfishing
BSH North Atlantic,Atlantic,BSH,2003,0.1,Sharks,8,0.1175,Not Overfishing,33853,Not Overfishing
BSH North Atlantic,Atlantic,BSH,2004,0.1,Sharks,8,0.1125,Not Overfishing,33853,Not Overfishing
BSH North Atlantic,Atlantic,BSH,2005,0.1,Sharks,8,0.1075,Not Overfishing,33853,Not Overfishing
BSH North Atlantic,Atlantic,BSH,2006,0.1,Sharks,8,0.105,Not Overfishing,33853,Not Overfishing
BSH North Atlantic,Atlantic,BSH,2007,0.11,Sharks,8,0.10375,Not Overfishing,33853,Not Overfishing
BSH North Atlantic,Atlantic,BSH,2008,0.12,Sharks,8,0.1025,Not Overfishing,33853,Not Overfishing
BSH North Atlantic,Atlantic,BSH,2009,0.14,Sharks,8,0.1075,Not Overfishing,33853,Not Overfishing
BSH North Atlantic,Atlantic,BSH,2010,0.15,Sharks,8,0.115,Not Overfishing,33853,Not Overfishing
BSH North Atlantic,Atlantic,BSH,2011,0.15,Sharks,8,0.12125,Not Overfishing,33853,Not Overfishing
BSH North Atlantic,Atlantic,BSH,2012,0.14,Sharks,8,0.12625,Not Overfishing,33853,Not Overfishing
BSH North Atlantic,Atlantic,BSH,2013,0.15,Sharks,8,0.1325,Not Overfishing,33853,Not Overfishing
BSH North Atlantic,Atlantic,BSH,2014,0.15,Sharks,8,0.13875,Not Overfishing,33853,Not Overfishing
BSH North Atlantic,Atlantic,BSH,2015,0.15,Sharks,8,0.14375,Not Overfishing,33853,Not Overfishing
BSH North Atlantic,Atlantic,BSH,2016,0.15,Sharks,8,0.1475,Not Overfishing,33853,Not Overfishing
BSH North Atlantic,Atlantic,BSH,2017,0.15,Sharks,8,0.14875,Not Overfishing,33853,Not Overfishing
BSH North Atlantic,Atlantic,BSH,2018,0.15,Sharks,8,0.14875,Not Overfishing,33853,Not Overfishing
BSH North Atlantic,Atlantic,BSH,2019,0.15,Sharks,8,0.14875,Not Overfishing,33853,Not Overfishing
BSH North Pacific,Pacific,BSH,1950,0,Sharks,11,0,Not Overfishing,77733.33333,Not Overfishing
BSH North Pacific,Pacific,BSH,1951,0.019,Sharks,11,0,Not Overfishing,77733.33333,Not Overfishing
BSH North Pacific,Pacific,BSH,1952,0.037,Sharks,11,0,Not Overfishing,77733.33333,Not Overfishing
BSH North Pacific,Pacific,BSH,1953,0.056,Sharks,11,0,Not Overfishing,77733.33333,Not Overfishing
BSH North Pacific,Pacific,BSH,1954,0.074,Sharks,11,0,Not Overfishing,77733.33333,Not Overfishing
BSH North Pacific,Pacific,BSH,1955,0.093,Sharks,11,0,Not Overfishing,77733.33333,Not Overfishing
BSH North Pacific,Pacific,BSH,1956,0.111,Sharks,11,0,Not Overfishing,77733.33333,Not Overfishing
BSH North Pacific,Pacific,BSH,1957,0.13,Sharks,11,0,Not Overfishing,77733.33333,Not Overfishing
BSH North Pacific,Pacific,BSH,1958,0.149,Sharks,11,0,Not Overfishing,77733.33333,Not Overfishing
BSH North Pacific,Pacific,BSH,1959,0.167,Sharks,11,0,Not Overfishing,77733.33333,Not Overfishing
BSH North Pacific,Pacific,BSH,1960,0.186,Sharks,11,0.092909091,Not Overfishing,77733.33333,Not Overfishing
BSH North Pacific,Pacific,BSH,1961,0.204,Sharks,11,0.111454545,Not Overfishing,77733.33333,Not Overfishing
BSH North Pacific,Pacific,BSH,1962,0.223,Sharks,11,0.13,Not Overfishing,77733.33333,Not Overfishing
BSH North Pacific,Pacific,BSH,1963,0.241,Sharks,11,0.148545455,Not Overfishing,77733.33333,Not Overfishing
BSH North Pacific,Pacific,BSH,1964,0.26,Sharks,11,0.167090909,Not Overfishing,77733.33333,Not Overfishing
BSH North Pacific,Pacific,BSH,1965,0.279,Sharks,11,0.185727273,Not Overfishing,77733.33333,Not Overfishing
BSH North Pacific,Pacific,BSH,1966,0.297,Sharks,11,0.204272727,Not Overfishing,77733.33333,Not Overfishing
BSH North Pacific,Pacific,BSH,1967,0.316,Sharks,11,0.222909091,Not Overfishing,77733.33333,Not Overfishing
BSH North Pacific,Pacific,BSH,1968,0.334,Sharks,11,0.241454545,Not Overfishing,77733.33333,Not Overfishing
BSH North Pacific,Pacific,BSH,1969,0.353,Sharks,11,0.26,Not Overfishing,77733.33333,Not Overfishing
BSH North Pacific,Pacific,BSH,1970,0.371,Sharks,11,0.278545455,Not Overfishing,77733.33333,Not Overfishing
BSH North Pacific,Pacific,BSH,1971,0.39,Sharks,11,0.297090909,Not Overfishing,77733.33333,Not Overfishing
BSH North Pacific,Pacific,BSH,1972,0.34,Sharks,11,0.309454545,Not Overfishing,77733.33333,Not Overfishing
BSH North Pacific,Pacific,BSH,1973,0.5,Sharks,11,0.334636364,Not Overfishing,77733.33333,Not Overfishing
BSH North Pacific,Pacific,BSH,1974,0.47,Sharks,11,0.355454545,Not Overfishing,77733.33333,Not Overfishing
BSH North Pacific,Pacific,BSH,1975,0.53,Sharks,11,0.38,Not Overfishing,77733.33333,Not Overfishing
BSH North Pacific,Pacific,BSH,1976,0.7,Sharks,11,0.418272727,Not Overfishing,77733.33333,Not Overfishing
BSH North Pacific,Pacific,BSH,1977,0.86,Sharks,11,0.469454545,Not Overfishing,77733.33333,Not Overfishing
BSH North Pacific,Pacific,BSH,1978,0.8,Sharks,11,0.513454545,Not Overfishing,77733.33333,Not Overfishing
BSH North Pacific,Pacific,BSH,1979,0.92,Sharks,11,0.566727273,Not Overfishing,77733.33333,Not Overfishing
BSH North Pacific,Pacific,BSH,1980,1.01,Sharks,11,0.626454545,Not Overfishing,77733.33333,Not Overfishing
BSH North Pacific,Pacific,BSH,1981,2.13,Sharks,11,0.786363636,Not Overfishing,77733.33333,Not Overfishing
