SpStock,Ocean,Species,Year,medianFratio,Group,GL,meanFgl,Fstatus_meanFgl,Weights_MSY,Fstatus_species_meanFgl10
SWO South Atlantic,Atlantic,SWO,1964,0.07,Billfishes,8,0.02875,Not Overfishing,14570,Not Overfishing
SWO South Atlantic,Atlantic,SWO,1965,0.09,Billfishes,8,0.03875,Not Overfishing,14570,Not Overfishing
SWO South Atlantic,Atlantic,SWO,1966,0.07,Billfishes,8,0.0475,Not Overfishing,14570,Not Overfishing
SWO South Atlantic,Atlantic,SWO,1967,0.06,Billfishes,8,0.05375,Not Overfishing,14570,Not Overfishing
SWO South Atlantic,Atlantic,SWO,1968,0.09,Billfishes,8,0.0625,Not Overfishing,14570,Not Overfishing
SWO South Atlantic,Atlantic,SWO,1969,0.16,Billfishes,8,0.0775,Not Overfishing,14570,Not Overfishing
SWO South Atlantic,Atlantic,SWO,1970,0.2,Billfishes,8,0.09875,Not Overfishing,14570,Not Overfishing
SWO South Atlantic,Atlantic,SWO,1971,0.08,Billfishes,8,0.1025,Not Overfishing,14570,Not Overfishing
SWO South Atlantic,Atlantic,SWO,1972,0.09,Billfishes,8,0.105,Not Overfishing,14570,Not Overfishing
SWO South Atlantic,Atlantic,SWO,1973,0.11,Billfishes,8,0.1075,Not Overfishing,14570,Not Overfishing
SWO South Atlantic,Atlantic,SWO,1974,0.1,Billfishes,8,0.11125,Not Overfishing,14570,Not Overfishing
SWO South Atlantic,Atlantic,SWO,1975,0.11,Billfishes,8,0.1175,Not Overfishing,14570,Not Overfishing
SWO South Atlantic,Atlantic,SWO,1976,0.1,Billfishes,8,0.11875,Not Overfishing,14570,Not Overfishing
SWO South Atlantic,Atlantic,SWO,1977,0.1,Billfishes,8,0.11125,Not Overfishing,14570,Not Overfishing
SWO South Atlantic,Atlantic,SWO,1978,0.1,Billfishes,8,0.09875,Not Overfishing,14570,Not Overfishing
SWO South Atlantic,Atlantic,SWO,1979,0.12,Billfishes,8,0.10375,Not Overfishing,14570,Not Overfishing
SWO South Atlantic,Atlantic,SWO,1980,0.19,Billfishes,8,0.11625,Not Overfishing,14570,Overfishing
SWO South Atlantic,Atlantic,SWO,1981,0.15,Billfishes,8,0.12125,Not Overfishing,14570,Overfishing
SWO South Atlantic,Atlantic,SWO,1982,0.24,Billfishes,8,0.13875,Not Overfishing,14570,Overfishing
SWO South Atlantic,Atlantic,SWO,1983,0.21,Billfishes,8,0.15125,Not Overfishing,14570,Overfishing
SWO South Atlantic,Atlantic,SWO,1984,0.35,Billfishes,8,0.1825,Not Overfishing,14570,Overfishing
SWO South Atlantic,Atlantic,SWO,1985,0.38,Billfishes,8,0.2175,Not Overfishing,14570,Overfishing
SWO South Atlantic,Atlantic,SWO,1986,0.24,Billfishes,8,0.235,Not Overfishing,14570,Overfishing
SWO South Atlantic,Atlantic,SWO,1987,0.24,Billfishes,8,0.25,Not Overfishing,14570,Overfishing
SWO South Atlantic,Atlantic,SWO,1988,0.52,Billfishes,8,0.29125,Not Overfishing,14570,Overfishing
SWO South Atlantic,Atlantic,SWO,1989,0.72,Billfishes,8,0.3625,Not Overfishing,14570,Overfishing
SWO South Atlantic,Atlantic,SWO,1990,0.8,Billfishes,8,0.4325,Not Overfishing,14570,Overfishing
SWO South Atlantic,Atlantic,SWO,1991,0.71,Billfishes,8,0.495,Not Overfishing,14570,Overfishing
SWO South Atlantic,Atlantic,SWO,1992,0.72,Billfishes,8,0.54125,Not Overfishing,14570,Overfishing
SWO South Atlantic,Atlantic,SWO,1993,0.85,Billfishes,8,0.6,Not Overfishing,14570,Overfishing
SWO South Atlantic,Atlantic,SWO,1994,1.04,Billfishes,8,0.7,Not Overfishing,14570,Overfishing
SWO South Atlantic,Atlantic,SWO,1995,1.31,Billfishes,8,0.83375,Not Overfishing,14570,Overfishing
SWO South Atlantic,Atlantic,SWO,1996,1.25,Billfishes,8,0.925,Not Overfishing,14570,Overfishing
SWO South Atlantic,Atlantic,SWO,1997,1.38,Billfishes,8,1.0075,Overfishing,14570,Overfishing
SWO South Atlantic,Atlantic,SWO,1998,1.16,Billfishes,8,1.0525,Overfishing,14570,Overfishing
SWO South Atlantic,Atlantic,SWO,1999,1.31,Billfishes,8,1.1275,Overfishing,14570,Overfishing
SWO South Atlantic,Atlantic,SWO,2000,1.43,Billfishes,8,1.21625,Overfishing,14570,Overfishing
SWO South Atlantic,Atlantic,SWO,2001,1.48,Billfishes,8,1.295,Overfishing,14570,Overfishing
SWO South Atlantic,Atlantic,SWO,2002,1.46,Billfishes,8,1.3475,Overfishing,14570,Overfishing
SWO South Atlantic,Atlantic,SWO,2003,1.36,Billfishes,8,1.35375,Overfishing,14570,Overfishing
SWO South Atlantic,Atlantic,SWO,2004,1.39,Billfishes,8,1.37125,Overfishing,14570,Overfishing
SWO South Atlantic,Atlantic,SWO,2005,1.4,Billfishes,8,1.37375,Overfishing,14570,Overfishing
SWO South Atlantic,Atlantic,SWO,2006,1.5,Billfishes,8,1.41625,Overfishing,14570,Overfishing
SWO South Atlantic,Atlantic,SWO,2007,1.67,Billfishes,8,1.46125,Overfishing,14570,Overfishing
SWO South Atlantic,Atlantic,SWO,2008,1.46,Billfishes,8,1.465,Overfishing,14570,Overfishing
SWO South Atlantic,Atlantic,SWO,2009,1.5,Billfishes,8,1.4675,Overfishing,14570,Overfishing
SWO South Atlantic,Atlantic,SWO,2010,1.52,Billfishes,8,1.475,Overfishing,14570,Overfishing
SWO South Atlantic,Atlantic,SWO,2011,1.4,Billfishes,8,1.48,Overfishing,14570,Overfishing
SWO South Atlantic,Atlantic,SWO,2012,1.3,Billfishes,8,1.46875,Overfishing,14570,Overfishing
SWO South Atlantic,Atlantic,SWO,2013,0.97,Billfishes,8,1.415,Overfishing,14570,Overfishing
SWO South Atlantic,Atlantic,SWO,2014,1.05,Billfishes,8,1.35875,Overfishing,14570,Overfishing
SWO South Atlantic,Atlantic,SWO,2015,1.01,Billfishes,8,1.27625,Overfishing,14570,Overfishing
SWO South Atlantic,Atlantic,SWO,2016,1.01,Billfishes,8,1.22,Overfishing,14570,Overfishing
SWO South Atlantic,Atlantic,SWO,2017,1.01,Billfishes,8,1.15875,Overfishing,14570,Overfishing
SWO South Atlantic,Atlantic,SWO,2018,1.01,Billfishes,8,1.095,Overfishing,14570,Overfishing
SWO South Atlantic,Atlantic,SWO,2019,1.01,Billfishes,8,1.04625,Overfishing,14570,Overfishing
SWO South West Pacific,Pacific,SWO,1950,0,Billfishes,8,0,Not Overfishing,7914,Not Overfishing
SWO South West Pacific,Pacific,SWO,1951,0,Billfishes,8,0,Not Overfishing,7914,Not Overfishing
SWO South West Pacific,Pacific,SWO,1952,0,Billfishes,8,0,Not Overfishing,7914,Not Overfishing
SWO South West Pacific,Pacific,SWO,1953,0,Billfishes,8,0,Not Overfishing,7914,Not Overfishing
SWO South West Pacific,Pacific,SWO,1954,0.02,Billfishes,8,0,Not Overfishing,7914,Not Overfishing
SWO South West Pacific,Pacific,SWO,1955,0.03,Billfishes,8,0,Not Overfishing,7914,Not Overfishing
SWO South West Pacific,Pacific,SWO,1956,0.03,Billfishes,8,0,Not Overfishing,7914,Not Overfishing
SWO South West Pacific,Pacific,SWO,1957,0.02,Billfishes,8,0.0125,Not Overfishing,7914,Not Overfishing
SWO South West Pacific,Pacific,SWO,1958,0.04,Billfishes,8,0.0175,Not Overfishing,7914,Not Overfishing
SWO South West Pacific,Pacific,SWO,1959,0.04,Billfishes,8,0.0225,Not Overfishing,7914,Not Overfishing
SWO South West Pacific,Pacific,SWO,1960,0.03,Billfishes,8,0.02625,Not Overfishing,7914,Not Overfishing
SWO South West Pacific,Pacific,SWO,1961,0.05,Billfishes,8,0.0325,Not Overfishing,7914,Not Overfishing
SWO South West Pacific,Pacific,SWO,1962,0.04,Billfishes,8,0.035,Not Overfishing,7914,Not Overfishing
SWO South West Pacific,Pacific,SWO,1963,0.06,Billfishes,8,0.03875,Not Overfishing,7914,Not Overfishing
SWO South West Pacific,Pacific,SWO,1964,0.03,Billfishes,8,0.03875,Not Overfishing,7914,Not Overfishing
SWO South West Pacific,Pacific,SWO,1965,0.08,Billfishes,8,0.04625,Not Overfishing,7914,Not Overfishing
SWO South West Pacific,Pacific,SWO,1966,0.09,Billfishes,8,0.0525,Not Overfishing,7914,Not Overfishing
SWO South West Pacific,Pacific,SWO,1967,0.08,Billfishes,8,0.0575,Not Overfishing,7914,Not Overfishing
SWO South West Pacific,Pacific,SWO,1968,0.1,Billfishes,8,0.06625,Not Overfishing,7914,Not Overfishing
SWO South West Pacific,Pacific,SWO,1969,0.1,Billfishes,8,0.0725,Not Overfishing,7914,Not Overfishing
SWO South West Pacific,Pacific,SWO,1970,0.08,Billfishes,8,0.0775,Not Overfishing,7914,Not Overfishing
SWO South West Pacific,Pacific,SWO,1971,0.16,Billfishes,8,0.09,Not Overfishing,7914,Not Overfishing
SWO South West Pacific,Pacific,SWO,1972,0.14,Billfishes,8,0.10375,Not Overfishing,7914,Not Overfishing
SWO South West Pacific,Pacific,SWO,1973,0.09,Billfishes,8,0.105,Not Overfishing,7914,Not Overfishing
SWO South West Pacific,Pacific,SWO,1974,0.125,Billfishes,8,0.109375,Not Overfishing,7914,Not Overfishing
SWO South West Pacific,Pacific,SWO,1975,0.08,Billfishes,8,0.109375,Not Overfishing,7914,Not Overfishing
SWO South West Pacific,Pacific,SWO,1976,0.125,Billfishes,8,0.1125,Not Overfishing,7914,Not Overfishing
SWO South West Pacific,Pacific,SWO,1977,0.05,Billfishes,8,0.10625,Not Overfishing,7914,Not Overfishing
SWO South West Pacific,Pacific,SWO,1978,0.05,Billfishes,8,0.1025,Not Overfishing,7914,Not Overfishing
SWO South West Pacific,Pacific,SWO,1979,0.11,Billfishes,8,0.09625,Not Overfishing,7914,Not Overfishing
SWO South West Pacific,Pacific,SWO,1980,0.115,Billfishes,8,0.093125,Not Overfishing,7914,Overfishing
SWO South West Pacific,Pacific,SWO,1981,0.16,Billfishes,8,0.101875,Not Overfishing,7914,Overfishing
SWO South West Pacific,Pacific,SWO,1982,0.145,Billfishes,8,0.104375,Not Overfishing,7914,Overfishing
SWO South West Pacific,Pacific,SWO,1983,0.1,Billfishes,8,0.106875,Not Overfishing,7914,Overfishing
SWO South West Pacific,Pacific,SWO,1984,0.115,Billfishes,8,0.105625,Not Overfishing,7914,Overfishing
SWO South West Pacific,Pacific,SWO,1985,0.13,Billfishes,8,0.115625,Not Overfishing,7914,Overfishing
SWO South West Pacific,Pacific,SWO,1986,0.14,Billfishes,8,0.126875,Not Overfishing,7914,Overfishing
SWO South West Pacific,Pacific,SWO,1987,0.15,Billfishes,8,0.131875,Not Overfishing,7914,Overfishing
SWO South West Pacific,Pacific,SWO,1988,0.22,Billfishes,8,0.145,Not Overfishing,7914,Overfishing
SWO South West Pacific,Pacific,SWO,1989,0.18,Billfishes,8,0.1475,Not Overfishing,7914,Overfishing
SWO South West Pacific,Pacific,SWO,1990,0.17,Billfishes,8,0.150625,Not Overfishing,7914,Overfishing
SWO South West Pacific,Pacific,SWO,1991,0.14,Billfishes,8,0.155625,Not Overfishing,7914,Overfishing
SWO South West Pacific,Pacific,SWO,1992,0.17,Billfishes,8,0.1625,Not Overfishing,7914,Overfishing
SWO South West Pacific,Pacific,SWO,1993,0.13,Billfishes,8,0.1625,Not Overfishing,7914,Overfishing
SWO South West Pacific,Pacific,SWO,1994,0.19,Billfishes,8,0.16875,Not Overfishing,7914,Overfishing
SWO South West Pacific,Pacific,SWO,1995,0.13,Billfishes,8,0.16625,Not Overfishing,7914,Overfishing
SWO South West Pacific,Pacific,SWO,1996,0.19,Billfishes,8,0.1625,Not Overfishing,7914,Overfishing
SWO South West Pacific,Pacific,SWO,1997,0.26,Billfishes,8,0.1725,Not Overfishing,7914,Overfishing
SWO South West Pacific,Pacific,SWO,1998,0.34,Billfishes,8,0.19375,Not Overfishing,7914,Overfishing
SWO South West Pacific,Pacific,SWO,1999,0.39,Billfishes,8,0.225,Not Overfishing,7914,Overfishing
SWO South West Pacific,Pacific,SWO,2000,0.41,Billfishes,8,0.255,Not Overfishing,7914,Overfishing
SWO South West Pacific,Pacific,SWO,2001,0.475,Billfishes,8,0.298125,Not Overfishing,7914,Overfishing
SWO South West Pacific,Pacific,SWO,2002,0.69,Billfishes,8,0.360625,Not Overfishing,7914,Overfishing
SWO South West Pacific,Pacific,SWO,2003,0.65,Billfishes,8,0.425625,Not Overfishing,7914,Overfishing
SWO South West Pacific,Pacific,SWO,2004,0.76,Billfishes,8,0.496875,Not Overfishing,7914,Overfishing
SWO South West Pacific,Pacific,SWO,2005,0.645,Billfishes,8,0.545,Not Overfishing,7914,Overfishing
SWO South West Pacific,Pacific,SWO,2006,0.855,Billfishes,8,0.609375,Not Overfishing,7914,Overfishing
SWO South West Pacific,Pacific,SWO,2007,0.93,Billfishes,8,0.676875,Not Overfishing,7914,Overfishing
SWO South West Pacific,Pacific,SWO,2008,0.98,Billfishes,8,0.748125,Not Overfishing,7914,Overfishing
SWO South West Pacific,Pacific,SWO,2009,0.89,Billfishes,8,0.8,Not Overfishing,7914,Overfishing
SWO South West Pacific,Pacific,SWO,2010,0.775,Billfishes,8,0.810625,Not Overfishing,7914,Overfishing
SWO South West Pacific,Pacific,SWO,2011,0.97,Billfishes,8,0.850625,Not Overfishing,7914,Overfishing
SWO South West Pacific,Pacific,SWO,2012,1,Billfishes,8,0.880625,Not Overfishing,7914,Overfishing
SWO South West Pacific,Pacific,SWO,2013,0.995,Billfishes,8,0.924375,Not Overfishing,7914,Overfishing
SWO South West Pacific,Pacific,SWO,2014,1.035,Billfishes,8,0.946875,Not Overfishing,7914,Overfishing
SWO South West Pacific,Pacific,SWO,2015,0.935,Billfishes,8,0.9475,Not Overfishing,7914,Overfishing
SWO South West Pacific,Pacific,SWO,2016,0.935,Billfishes,8,0.941875,Not Overfishing,7914,Overfishing
SWO South West Pacific,Pacific,SWO,2017,0.935,Billfishes,8,0.9475,Not Overfishing,7914,Overfishing
SWO South West Pacific,Pacific,SWO,2018,0.935,Billfishes,8,0.9675,Not Overfishing,7914,Overfishing
SWO South West Pacific,Pacific,SWO,2019,0.935,Billfishes,8,0.963125,Not Overfishing,7914,Overfishing
SWO Western and Central North Pacific,Pacific,SWO,1950,0,Billfishes,8,0,Not Overfishing,14941,Not Overfishing
SWO Western and Central North Pacific,Pacific,SWO,1951,0.024,Billfishes,8,0,Not Overfishing,14941,Not Overfishing
SWO Western and Central North Pacific,Pacific,SWO,1952,0.047,Billfishes,8,0,Not Overfishing,14941,Not Overfishing
SWO Western and Central North Pacific,Pacific,SWO,1953,0.071,Billfishes,8,0,Not Overfishing,14941,Not Overfishing
SWO Western and Central North Pacific,Pacific,SWO,1954,0.094,Billfishes,8,0,Not Overfishing,14941,Not Overfishing
SWO Western and Central North Pacific,Pacific,SWO,1955,0.118,Billfishes,8,0,Not Overfishing,14941,Not Overfishing
SWO Western and Central North Pacific,Pacific,SWO,1956,0.142,Billfishes,8,0,Not Overfishing,14941,Not Overfishing
SWO Western and Central North Pacific,Pacific,SWO,1957,0.165,Billfishes,8,0.082625,Not Overfishing,14941,Not Overfishing
SWO Western and Central North Pacific,Pacific,SWO,1958,0.189,Billfishes,8,0.10625,Not Overfishing,14941,Not Overfishing
SWO Western and Central North Pacific,Pacific,SWO,1959,0.212,Billfishes,8,0.12975,Not Overfishing,14941,Not Overfishing
SWO Western and Central North Pacific,Pacific,SWO,1960,0.236,Billfishes,8,0.153375,Not Overfishing,14941,Not Overfishing
SWO Western and Central North Pacific,Pacific,SWO,1961,0.26,Billfishes,8,0.177,Not Overfishing,14941,Not Overfishing
SWO Western and Central North Pacific,Pacific,SWO,1962,0.283,Billfishes,8,0.200625,Not Overfishing,14941,Not Overfishing
SWO Western and Central North Pacific,Pacific,SWO,1963,0.307,Billfishes,8,0.22425,Not Overfishing,14941,Not Overfishing
SWO Western and Central North Pacific,Pacific,SWO,1964,0.33,Billfishes,8,0.24775,Not Overfishing,14941,Not Overfishing
SWO Western and Central North Pacific,Pacific,SWO,1965,0.354,Billfishes,8,0.271375,Not Overfishing,14941,Not Overfishing
SWO Western and Central North Pacific,Pacific,SWO,1966,0.378,Billfishes,8,0.295,Not Overfishing,14941,Not Overfishing
SWO Western and Central North Pacific,Pacific,SWO,1967,0.401,Billfishes,8,0.318625,Not Overfishing,14941,Not Overfishing
SWO Western and Central North Pacific,Pacific,SWO,1968,0.425,Billfishes,8,0.34225,Not Overfishing,14941,Not Overfishing
SWO Western and Central North Pacific,Pacific,SWO,1969,0.448,Billfishes,8,0.36575,Not Overfishing,14941,Not Overfishing
SWO Western and Central North Pacific,Pacific,SWO,1970,0.472,Billfishes,8,0.389375,Not Overfishing,14941,Not Overfishing
SWO Western and Central North Pacific,Pacific,SWO,1971,0.496,Billfishes,8,0.413,Not Overfishing,14941,Not Overfishing
SWO Western and Central North Pacific,Pacific,SWO,1972,0.519,Billfishes,8,0.436625,Not Overfishing,14941,Not Overfishing
SWO Western and Central North Pacific,Pacific,SWO,1973,0.543,Billfishes,8,0.46025,Not Overfishing,14941,Not Overfishing
SWO Western and Central North Pacific,Pacific,SWO,1974,0.566,Billfishes,8,0.48375,Not Overfishing,14941,Not Overfishing
SWO Western and Central North Pacific,Pacific,SWO,1975,0.59,Billfishes,8,0.507375,Not Overfishing,14941,Not Overfishing
SWO Western and Central North Pacific,Pacific,SWO,1976,0.71,Billfishes,8,0.543,Not Overfishing,14941,Not Overfishing
SWO Western and Central North Pacific,Pacific,SWO,1977,0.71,Billfishes,8,0.57575,Not Overfishing,14941,Not Overfishing
SWO Western and Central North Pacific,Pacific,SWO,1978,0.82,Billfishes,8,0.61925,Not Overfishing,14941,Not Overfishing
SWO Western and Central North Pacific,Pacific,SWO,1979,0.76,Billfishes,8,0.65225,Not Overfishing,14941,Not Overfishing
SWO Western and Central North Pacific,Pacific,SWO,1980,0.71,Billfishes,8,0.676125,Not Overfishing,14941,Overfishing
SWO Western and Central North Pacific,Pacific,SWO,1981,0.76,Billfishes,8,0.70325,Not Overfishing,14941,Overfishing
SWO Western and Central North Pacific,Pacific,SWO,1982,0.65,Billfishes,8,0.71375,Not Overfishing,14941,Overfishing
SWO Western and Central North Pacific,Pacific,SWO,1983,0.76,Billfishes,8,0.735,Not Overfishing,14941,Overfishing
SWO Western and Central North Pacific,Pacific,SWO,1984,0.71,Billfishes,8,0.735,Not Overfishing,14941,Overfishing
SWO Western and Central North Pacific,Pacific,SWO,1985,0.94,Billfishes,8,0.76375,Not Overfishing,14941,Overfishing
SWO Western and Central North Pacific,Pacific,SWO,1986,0.88,Billfishes,8,0.77125,Not Overfishing,14941,Overfishing
SWO Western and Central North Pacific,Pacific,SWO,1987,1,Billfishes,8,0.80125,Not Overfishing,14941,Overfishing
SWO Western and Central North Pacific,Pacific,SWO,1988,0.94,Billfishes,8,0.83,Not Overfishing,14941,Overfishing
SWO Western and Central North Pacific,Pacific,SWO,1989,0.82,Billfishes,8,0.8375,Not Overfishing,14941,Overfishing
SWO Western and Central North Pacific,Pacific,SWO,1990,0.76,Billfishes,8,0.85125,Not Overfishing,14941,Overfishing
SWO Western and Central North Pacific,Pacific,SWO,1991,0.94,Billfishes,8,0.87375,Not Overfishing,14941,Overfishing
SWO Western and Central North Pacific,Pacific,SWO,1992,0.88,Billfishes,8,0.895,Not Overfishing,14941,Overfishing
SWO Western and Central North Pacific,Pacific,SWO,1993,1.06,Billfishes,8,0.91,Not Overfishing,14941,Overfishing
SWO Western and Central North Pacific,Pacific,SWO,1994,0.88,Billfishes,8,0.91,Not Overfishing,14941,Overfishing
SWO Western and Central North Pacific,Pacific,SWO,1995,0.76,Billfishes,8,0.88,Not Overfishing,14941,Overfishing
SWO Western and Central North Pacific,Pacific,SWO,1996,0.76,Billfishes,8,0.8575,Not Overfishing,14941,Overfishing
SWO Western and Central North Pacific,Pacific,SWO,1997,0.82,Billfishes,8,0.8575,Not Overfishing,14941,Overfishing
SWO Western and Central North Pacific,Pacific,SWO,1998,0.65,Billfishes,8,0.84375,Not Overfishing,14941,Overfishing
SWO Western and Central North Pacific,Pacific,SWO,1999,0.59,Billfishes,8,0.8,Not Overfishing,14941,Overfishing
SWO Western and Central North Pacific,Pacific,SWO,2000,0.88,Billfishes,8,0.8,Not Overfishing,14941,Overfishing
SWO Western and Central North Pacific,Pacific,SWO,2001,0.71,Billfishes,8,0.75625,Not Overfishing,14941,Overfishing
SWO Western and Central North Pacific,Pacific,SWO,2002,0.71,Billfishes,8,0.735,Not Overfishing,14941,Overfishing
SWO Western and Central North Pacific,Pacific,SWO,2003,0.71,Billfishes,8,0.72875,Not Overfishing,14941,Overfishing
SWO Western and Central North Pacific,Pacific,SWO,2004,0.65,Billfishes,8,0.715,Not Overfishing,14941,Overfishing
SWO Western and Central North Pacific,Pacific,SWO,2005,0.65,Billfishes,8,0.69375,Not Overfishing,14941,Overfishing
SWO Western and Central North Pacific,Pacific,SWO,2006,0.76,Billfishes,8,0.7075,Not Overfishing,14941,Overfishing
SWO Western and Central North Pacific,Pacific,SWO,2007,0.76,Billfishes,8,0.72875,Not Overfishing,14941,Overfishing
SWO Western and Central North Pacific,Pacific,SWO,2008,0.65,Billfishes,8,0.7,Not Overfishing,14941,Overfishing
SWO Western and Central North Pacific,Pacific,SWO,2009,0.65,Billfishes,8,0.6925,Not Overfishing,14941,Overfishing
SWO Western and Central North Pacific,Pacific,SWO,2010,0.59,Billfishes,8,0.6775,Not Overfishing,14941,Overfishing
SWO Western and Central North Pacific,Pacific,SWO,2011,0.47,Billfishes,8,0.6475,Not Overfishing,14941,Overfishing
SWO Western and Central North Pacific,Pacific,SWO,2012,0.53,Billfishes,8,0.6325,Not Overfishing,14941,Overfishing
SWO Western and Central North Pacific,Pacific,SWO,2013,0.41,Billfishes,8,0.6025,Not Overfishing,14941,Overfishing
SWO Western and Central North Pacific,Pacific,SWO,2014,0.41,Billfishes,8,0.55875,Not Overfishing,14941,Overfishing
SWO Western and Central North Pacific,Pacific,SWO,2015,0.53,Billfishes,8,0.53,Not Overfishing,14941,Overfishing
SWO Western and Central North Pacific,Pacific,SWO,2016,0.41,Billfishes,8,0.5,Not Overfishing,14941,Overfishing
SWO Western and Central North Pacific,Pacific,SWO,2017,0.41,Billfishes,8,0.47,Not Overfishing,14941,Overfishing
SWO Western and Central North Pacific,Pacific,SWO,2018,0.41,Billfishes,8,0.4475,Not Overfishing,14941,Overfishing
SWO Western and Central North Pacific,Pacific,SWO,2019,0.41,Billfishes,8,0.44,Not Overfishing,14941,Overfishing
WHM Atlantic,Atlantic,WHM,1950,0,Billfishes,6,0,Not Overfishing,1,Not Overfishing
WHM Atlantic,Atlantic,WHM,1951,0.002,Billfishes,6,0,Not Overfishing,1,Not Overfishing
WHM Atlantic,Atlantic,WHM,1952,0.003,Billfishes,6,0,Not Overfishing,1,Not Overfishing
WHM Atlantic,Atlantic,WHM,1953,0.005,Billfishes,6,0,Not Overfishing,1,Not Overfishing
WHM Atlantic,Atlantic,WHM,1954,0.007,Billfishes,6,0,Not Overfishing,1,Not Overfishing
WHM Atlantic,Atlantic,WHM,1955,0.008,Billfishes,6,0.004166667,Not Overfishing,1,Not Overfishing
WHM Atlantic,Atlantic,WHM,1956,0.01,Billfishes,6,0.005833333,Not Overfishing,1,Not Overfishing
WHM Atlantic,Atlantic,WHM,1957,0.04,Billfishes,6,0.012166667,Not Overfishing,1,Not Overfishing
WHM Atlantic,Atlantic,WHM,1958,0.04,Billfishes,6,0.018333333,Not Overfishing,1,Not Overfishing
WHM Atlantic,Atlantic,WHM,1959,0.03,Billfishes,6,0.0225,Not Overfishing,1,Not Overfishing
WHM Atlantic,Atlantic,WHM,1960,0.08,Billfishes,6,0.034666667,Not Overfishing,1,Not Overfishing
WHM Atlantic,Atlantic,WHM,1961,0.22,Billfishes,6,0.07,Not Overfishing,1,Not Overfishing
WHM Atlantic,Atlantic,WHM,1962,0.57,Billfishes,6,0.163333333,Not Overfishing,1,Not Overfishing
WHM Atlantic,Atlantic,WHM,1963,0.75,Billfishes,6,0.281666667,Not Overfishing,1,Not Overfishing
WHM Atlantic,Atlantic,WHM,1964,1.19,Billfishes,6,0.473333333,Not Overfishing,1,Not Overfishing
WHM Atlantic,Atlantic,WHM,1965,1.8,Billfishes,6,0.768333333,Not Overfishing,1,Not Overfishing
WHM Atlantic,Atlantic,WHM,1966,1.61,Billfishes,6,1.023333333,Overfishing,1,Overfishing
WHM Atlantic,Atlantic,WHM,1967,0.78,Billfishes,6,1.116666667,Overfishing,1,Overfishing
WHM Atlantic,Atlantic,WHM,1968,1.12,Billfishes,6,1.208333333,Overfishing,1,Overfishing
WHM Atlantic,Atlantic,WHM,1969,1.31,Billfishes,6,1.301666667,Overfishing,1,Overfishing
WHM Atlantic,Atlantic,WHM,1970,1.34,Billfishes,6,1.326666667,Overfishing,1,Overfishing
WHM Atlantic,Atlantic,WHM,1971,1.52,Billfishes,6,1.28,Overfishing,1,Overfishing
WHM Atlantic,Atlantic,WHM,1972,1.67,Billfishes,6,1.29,Overfishing,1,Overfishing
WHM Atlantic,Atlantic,WHM,1973,1.51,Billfishes,6,1.411666667,Overfishing,1,Overfishing
WHM Atlantic,Atlantic,WHM,1974,1.54,Billfishes,6,1.481666667,Overfishing,1,Overfishing
WHM Atlantic,Atlantic,WHM,1975,1.72,Billfishes,6,1.55,Overfishing,1,Overfishing
WHM Atlantic,Atlantic,WHM,1976,1.9,Billfishes,6,1.643333333,Overfishing,1,Overfishing
WHM Atlantic,Atlantic,WHM,1977,1.28,Billfishes,6,1.603333333,Overfishing,1,Overfishing
WHM Atlantic,Atlantic,WHM,1978,1.03,Billfishes,6,1.496666667,Overfishing,1,Overfishing
WHM Atlantic,Atlantic,WHM,1979,1,Billfishes,6,1.411666667,Overfishing,1,Overfishing
WHM Atlantic,Atlantic,WHM,1980,0.88,Billfishes,6,1.301666667,Overfishing,1,Overfishing
WHM Atlantic,Atlantic,WHM,1981,1.14,Billfishes,6,1.205,Overfishing,1,Overfishing
WHM Atlantic,Atlantic,WHM,1982,1.09,Billfishes,6,1.07,Overfishing,1,Overfishing
WHM Atlantic,Atlantic,WHM,1983,1.75,Billfishes,6,1.148333333,Overfishing,1,Overfishing
WHM Atlantic,Atlantic,WHM,1984,1.26,Billfishes,6,1.186666667,Overfishing,1,Overfishing
WHM Atlantic,Atlantic,WHM,1985,1.76,Billfishes,6,1.313333333,Overfishing,1,Overfishing
WHM Atlantic,Atlantic,WHM,1986,1.82,Billfishes,6,1.47,Overfishing,1,Overfishing
WHM Atlantic,Atlantic,WHM,1987,1.82,Billfishes,6,1.583333333,Overfishing,1,Overfishing
WHM Atlantic,Atlantic,WHM,1988,1.77,Billfishes,6,1.696666667,Overfishing,1,Overfishing
WHM Atlantic,Atlantic,WHM,1989,2.35,Billfishes,6,1.796666667,Overfishing,1,Overfishing
WHM Atlantic,Atlantic,WHM,1990,2.29,Billfishes,6,1.968333333,Overfishing,1,Overfishing
WHM Atlantic,Atlantic,WHM,1991,2.34,Billfishes,6,2.065,Overfishing,1,Overfishing
WHM Atlantic,Atlantic,WHM,1992,2.08,Billfishes,6,2.108333333,Overfishing,1,Overfishing
WHM Atlantic,Atlantic,WHM,1993,2.1,Billfishes,6,2.155,Overfishing,1,Overfishing
WHM Atlantic,Atlantic,WHM,1994,2.64,Billfishes,6,2.3,Overfishing,1,Overfishing
WHM Atlantic,Atlantic,WHM,1995,2.38,Billfishes,6,2.305,Overfishing,1,Overfishing
WHM Atlantic,Atlantic,WHM,1996,2.21,Billfishes,6,2.291666667,Overfishing,1,Overfishing
WHM Atlantic,Atlantic,WHM,1997,2,Billfishes,6,2.235,Overfishing,1,Overfishing
